title,production_companies,revenue
The Wizard of Gore,['mayflower pictures'],0.0
Heaven and Hell,['shaw brothers'],0.0
The Death of Louis XIV,"['capricci films', 'rosa filmes']",17355.0
Country of the Deaf,"['gorky film studios', 'compagnie des films']",0.0
Den radio,,0.0
Titeuf,['pathã© distribution'],0.0
"Gahan Wilson: Born Dead, Still Weird",,0.0
Lurking Fear,,0.0
The Lighthouse of the Orcas,,0.0
Human Target,['belarusfilm'],0.0
A.P.E.X.,"['republic pictures (ii)', 'green communications']",49601.0
Mother,"['amlf', 'tf1 films production']",0.0
Wushu,,0.0
Moontrap,"['shapiro-glickenhaus entertainment', 'magic films']",0.0
The Irony of Fate. The Sequel,['ð¤ð¾ðºñ\x81'],55635037.0
The Best Movie,,0.0
Practical Joke,['studio pavla lungina'],0.0
Nuvvostanante Nenoddantana,,0.0
Tale in the Darkness,['koktebel film company'],0.0
Kabhi Alvida Naa Kehna,"['yash raj films', 'dharma productions']",17000000.0
Showdown at Area 51,,0.0
"Dzhentlmeny, Udachi!",['bazelevs production'],0.0
"SuperManager, or Hack of the Fate",['kinokompaniya ctb'],400134.0
Scrat's Continental Crack-Up: Part 2,"['twentieth century fox film corporation', 'blue sky studios']",0.0
Munna Bhai M.B.B.S.,['vidhu vinod chopra productions'],0.0
Wet and Reckless,['grindfist'],0.0
Seizure,,0.0
Amityville: The Awakening,"['miramax films', 'blumhouse productions', 'dimension films']",0.0
The Beguiled,"['american zoetrope', 'focus features']",25442939.0
The Reagan Show,,0.0
Baby Driver,"['big talk productions', 'tristar pictures', 'media rights capital', 'working title films', 'double negative']",224511319.0
Okja,"['plan b entertainment', 'lewis pictures', 'kate street picture company']",0.0
Men Behind the Sun,['sil-metropole organisation'],0.0
Isle of Flowers,['casa de cinema de porto alegre'],0.0
My Uncle Killed a Guy,['20th century fox home entertainment'],0.0
Desmundo,['a.f. cinema e vã\xaddeo'],3.0
Club of the Laid Off,['krã¡tkã½ film praha'],0.0
Holy Year,"['tritone cinematografica', 'sociã©tã© nouvelle de cinã©matographie (snc)']",0.0
Glass,"['netherlands government', 'george k. arthur - go pictures']",0.0
Tank 432,['belstone pictures'],0.0
The Stationmaster's Wife,"['bavaria film', 'bavaria atelier']",0.0
After This Our Exile,,0.0
Innocence Unprotected,['avala film'],0.0
People of the Mountains,['hunnia filmgyã¡r'],0.0
The Fall of Berlin,['mosfilm'],0.0
Range 15,,0.0
Asylum of Darkness,['season of darkness llc'],0.0
We Go On,['filmed imagination'],0.0
Lady Bloodfight,"['voltage pictures', 'b&e productions']",0.0
Caedes,['tiberius film'],0.0
Daemonium: Soldier of the Underworld,['hydra corporation'],0.0
Embassy,"['studio filmowe zebra', 'agora films s.a. (koprodukcja)', 'studio produkcyjne orka (koprodukcja)', 'canal+ polska (koprodukcja)', 'orange (koprodukcja)', 'polski instytut sztuki filmowej (wspã³å‚finansowanie)']",0.0
Buck Wild,,0.0
Wrath of the Crows,"['studio interzona', 'zack ewans production']",0.0
Outpost: Rise of the Spetsnaz,['black camel pictures'],0.0
The Enemy,"['balkan film', 'maxima film', 'biberche', 'tivoli film produkcio']",0.0
3-D Sex and Zen: Extreme Ecstasy,"['one dollar production limited', 'local production']",0.0
KoÅ‚ysanka,,0.0
The Kopeck,,0.0
Zombeak,['east of l.a. productions'],0.0
Harry Price: Ghost Hunter,['bentley productions'],0.0
Surviving Life (Theory and Practice),,0.0
Dunno on the Moon,"['zao studia ""f.a.f""']",0.0
Breakfast on the Grass,['ekran'],0.0
Food and Shelter,['diversa audiovisual'],0.0
Mirror for a Hero,['sverdlovskaya kinostudiya'],0.0
Wandering Sagittarius,"['a.l. production', 'filmstudio 12a', 'stargaze productions']",0.0
ÐŸÐ¾ÐµÐ·Ð´ Ð²Ð½Ðµ Ñ€Ð°ÑÐ¿Ð¸ÑÐ°Ð½Ð¸Ñ,,0.0
Without Family,['lenfilm'],0.0
Into the Mirror,['key plus pictures'],0.0
Parasite Eve,"['fuji television network', 'kadokawa shoten publishing co.', 'robot communications']",0.0
Dancehall Queen,,0.0
The Stone Raft,"['sogecine', 'mgs film', 'lusomundo']",0.0
O Delfim,"['radiotelevisã£o portuguesa (rtp)', 'madragoa filmes', 'gã©mini films', 'instituto do cinema, audiovisual e multimã©dia (icam)', 'instituto camãµes']",0.0
A Bee in the Rain,['media filmes'],0.0
Setoutsumi,,0.0
The Patrol,"['kasbah-film tanger', 'salt film']",0.0
Rough Night,"['sony pictures entertainment', 'paulilu productions']",45056771.0
Realive,"['televisiã³n espaã±ola (tve)', 'arcadia motion pictures', 'noodles production', 'canal+ espaã±a', 'scope pictures', 'achaman films aie']",0.0
Catching the Sun,,0.0
Warhouse,['m & r films'],0.0
Time Chasers,['edgewood entertainment'],0.0
I Accuse My Parents,"['alexander-stern productions', 'producers releasing corporation (prc)']",0.0
Hidden Kisses,['lizland films'],0.0
Mindhorn,"['bbc films', 'studiocanal', 'scott free productions', 'isle of man film', 'baby cow films', 'pinewood pictures']",0.0
Baptism of Blood,['downtown filmes'],0.0
3 Times a Charm,['daved productions'],0.0
The Night Watchmen,,0.0
Oasis,"['left bank pictures', 'amazon studios']",0.0
Generation Iron 2,"['vladar company, the']",0.0
Phoenix,,0.0
Miss Saigon: 25th Anniversary,,0.0
They Killed Sister Dorothy,,0.0
100 Women,['dream entertainment'],0.0
Florida Man,['very ape productions'],0.0
Love and Lies,['gorky film studio'],0.0
Much Ado About Nothing,"['jirafa', 'arizona films', 'brisa films']",0.0
The Shadow Effect,"['status media & entertainment', 'dv3 productions']",0.0
"Eadweard Muybridge, Zoopraxographer",,0.0
Commando 2: The Black Money Trail,"['sunshine pictures', 'pen india limited']",0.0
The Last Tycoon,"['enlight pictures', 'mega-vision pictures (mvp)']",0.0
Dark Streets,"['capture film internatrional', 'la dark streets', 'sherazade film development']",0.0
MystÃ¨re Ã  la Tour Eiffel,,0.0
The Answer,['schoolfield media'],0.0
Battlefield Death Tales,"['amber pictures', 'jinx media']",0.0
Design of Death,,0.0
Hounds of Love,['factor 30 films'],0.0
Nick Cave and The Bad Seeds: God Is in the House,,0.0
Shark Killer,['blue ic'],0.0
Teli and Toli,['horosho production'],0.0
Monster High: Electrified,['mattel creations'],0.0
"Monster High: Boo York, Boo York",['mattel playground productions'],0.0
Monster High: 13 Wishes,['mattel'],0.0
Monster High: Welcome to Monster High,['appa productions'],0.0
Monster High: Haunted,['mattel playground productions'],0.0
Monster High: Fright On!,['mattel playground productions'],0.0
Monster High: Freaky Fusion,['mattel playground productions'],0.0
Monster High: Friday Night Frights,['mattel playground productions'],0.0
"Monster High: Frights, Camera, Action!",['mattel playground productions'],0.0
Monster High: Escape from Skull Shores,,0.0
Monster High: Why Do Ghouls Fall in Love?,['mattel playground productions'],0.0
Monster High: Ghouls Rule,['mattel entertainment'],0.0
For a Few Bullets,,0.0
Bleeding Hearts,,0.0
In the Forests of Siberia,['nord-ouest films'],1492523.0
LoveDeath,,0.0
Sars Wars: Bangkok Zombie Crisis,['charlermthai studio'],0.0
"Wax, or the Discovery of Television Among the Bees","['zweites deutsches fernsehen (zdf)', 'david blair productions']",0.0
"In the Meantime, Darling",['twentieth century fox film corporation'],0.0
Spider-Plant Man,['british broadcasting corporation (bbc)'],0.0
You Were Meant for Me,['twentieth century fox film corporation'],0.0
Patti Cake$,"['rt features', 'stay gold features', 'the department of motion pictures']",0.0
Ed Gein,,5708.0
A Letter for Evie,['metro-goldwyn-mayer (mgm)'],0.0
The Dream of a Ridiculous Man,,0.0
World Cinema,,0.0
Dialogues,,0.0
Moonlight Tariff,,0.0
Urok literatury,,0.0
23 Blast,"['toy gun films', 'touchdown productions']",0.0
Loveless,"['arte france cinã©ma', 'senator film produktion', 'why not productions', 'les films du fleuve', 'non-stop productions', 'fetisoff illusion']",0.0
Dig Two Graves,,0.0
Stefan Zweig: Farewell to Europe,"['dor film produktionsgesellschaft gmbh', 'x-filme creative pool', 'idã©ale audience', 'ã–sterreichischer rundfunk (orf)', 'arte', 'arte france cinã©ma', 'westdeutscher rundfunk (wdr)', 'bayerischer rundfunk (br)', 'maha productions']",0.0
Metamorphosis,,0.0
Hatred,"['narodowy instytut audiowizualny (koprodukcja)', 'telewizja polska\t(koprodukcja)', 'odra-film (koprodukcja)', 'canal+ polska (koprodukcja)', 'polski instytut sztuki filmowej (wspã³å‚finansowanie)', 'narodowe centrum kultury (koprodukcja)', 'film it', 'andrzej å\x81udziå„ski productions (koprodukcja)', 'bemar (koprodukcja)']",0.0
Mommies,['enjoy movies'],0.0
Vampire,"['rockwell eyes', 'convergence entertainment']",0.0
Height,['mosfilm'],0.0
Desirable,['warner bros.'],0.0
Dolly Parton's Christmas of Many Colors: Circle of Love,,0.0
Dr. Monica,['warner bros.'],0.0
Holiday For Lovers,['twentieth century fox film corporation'],0.0
The Lost World,"['bbc', 'a&e television networks', 'rtl']",0.0
Journey Back to Christmas,"['crown media productions', 'christmas comet productions']",0.0
SuperBobrovs,"['yellow, black & white']",0.0
The Challenge... A Tribute to Modern Art,,0.0
The Harvest of Sorrow,,0.0
Make Way For A Lady,['rko radio pictures'],0.0
Moonlight in Vermont,['crown media productions'],0.0
Rafter Romance,['rko radio pictures'],0.0
Ramona,['twentieth century fox film corporation'],0.0
The Seven Year Hitch,['larry levinson productions'],0.0
The Two Worlds of Jennie Logan,,0.0
Carmencita,['edison manufacturing company'],0.0
Handsome: A Netflix Mystery Movie,,0.0
Batman & Bill,['9.14 pictures'],0.0
Conversations with God,,0.0
Atelier Fontana,,0.0
Stingray,,0.0
A Billion Lives,['attention era media'],0.0
Officers,['gorky film studios'],0.0
All Inclusive 2,,0.0
Sagan,['alexandre films'],0.0
A Gift with a Character,['fresh film'],0.0
Mixed Feelings,['enjoy movies'],0.0
Scandal: Sex@students.edu,,0.0
8 New Dates,['kvartal 95 studio'],0.0
The Dawns Here Are Quiet,"['star media', 'ð˜ð½ñ‚ðµñ€ñ„ðµñ\x81ñ‚', 'ð\xa0ðµð°ð»-ð”ð°ðºð¾ñ‚ð°']",5249225.0
Het Bombardement,"['ufilm', 'mollywood', 'tros', 'talent united']",0.0
Peasants,['mosfilm'],0.0
The Republic of ShKID,['lenfilm'],0.0
For the Good of Others,"['himenã³ptero', 'telecinco cinema', 'mod producciones', 'canal+ espaã±a']",0.0
Courier to the East,['odessa film studios'],0.0
Vysotsky: Thank God I'm Alive,['monumental pictures'],0.0
As the Gods Will,"['toho company', 'toho pictures', 'oriental light and magic (olm)']",0.0
"Ashley Madison: Sex, Lies and Cyber Attacks",,0.0
Walking Tall: Lone Justice,,0.0
Sea Wolf,,0.0
The Comedian,"['linson entertainment', 'anvil films', 'cinelou films']",0.0
Monolith,"['picturesque films', 'frame by frame', 'sky italia', 'lock & valentine']",0.0
After the Reality,['usofanderson i'],0.0
Godspeed,,0.0
Dark Exorcism,,0.0
Dusk,['dog day films'],0.0
Dark Heart AKA Wagstaffe,['itv studios'],0.0
The Axe Murders of Villisca,['ketchum labs'],0.0
Another Year,['gosfilmofond'],0.0
Petersburg: Only for Love,['ð¡ð¢ð’'],243000.0
Pioneer Heroes,"['ctb film company', 'masterskaya seance']",0.0
Two Days,,0.0
Monster a-Go Go,['b.i. & l. releasing corp.'],0.0
Bugs,,0.0
Istanbul Tales,['tmc'],0.0
Delisin,,0.0
Back to You and Me,"['larry levinson productions', 'alpine medien productions', 'hallmark entertainment', 'matt iv']",0.0
The Shocking Miss Pilgrim,['twentieth century fox film corporation'],0.0
Blackout,,0.0
Women vs. Men,['enjoy movies'],0.0
Love and the City 3,['central partnership'],0.0
"King, Queen, Knave","['maran film', 'bavaria film', 'wolper productions']",0.0
The Last Adventure,"['sociã©tã© nouvelle de cinã©matographie (snc)', 'cgic', 'compagnia generale finanziaria cinematografica']",0.0
Mister Designer,['lenfilm'],0.0
A Long and Happy Life,['koktebel film company'],0.0
Help Gone Mad,"['koktebel film company', 'central partnership']",0.0
Kolya - Rolling Stone,['stella studio'],0.0
Cloud Heaven,,0.0
Princess Goldilocks,['ceskoslovenskã¡ televize'],0.0
Nightshift,,0.0
Touch and Go,"['tristar pictures', 'kings road entertainment']",1300000.0
The Stroller Strategy,['sombrero films'],3462.0
The Year of Getting to Know Us,['ring productions'],0.0
Sucker,,0.0
Totally Blonde,,0.0
Snow,,0.0
Wild Roomies,,0.0
Wingman Inc.,"['darkan entertainment', 'vincenzo productions']",0.0
Weekend Pass,['marimark productions'],21058000.0
Under New Management,,0.0
Still Not Quite Human,,0.0
Take Away,['mondayitis productions'],0.0
The Yankles,,0.0
Somebody's Hero,,0.0
The Divided Heaven,['defa'],0.0
Waltzing Anna,,11455.0
Triumph's Summer Election Special 2016,,0.0
Subdivision,"['australian film finance corporation', 'freshwater pictures', 'cane toad productions']",0.0
Saved by the Bell: Hawaiian Style,,0.0
Project: ALF,,0.0
Ski School 2,"['active entertainment', 'two ski productions']",0.0
School for Seduction,,0.0
School Of Life,"['bouncing betty productions', 'school of life productions inc.', 'gynormous pictures']",0.0
Puck Hogs,,0.0
The Princess & the Marine,,0.0
Plain Clothes,"['paramount pictures', 'sierra alta productions']",0.0
Popcorn,['dms films limited'],0.0
The Prime Gig,['independent pictures (ii)'],0.0
Pretty Cool Too,,0.0
Shut Up and Kiss Me!,,0.0
Second String,"['michael london productions', 'tnt originals']",0.0
Secret Santa,,0.0
Short Track,,0.0
Reverse Runner,,0.0
Not Quite Human,"['walt disney television', 'sharmhill productions']",0.0
Nearing Grace,"['whitewater films', 'ironic films']",0.0
One Last Thing...,['2929 productions'],0.0
The Night Before,['kings road entertainment'],0.0
The Matrix Revisited,,0.0
Love at First Hiccup,['regner grasten international'],0.0
Love Hurts,['pageant productions'],0.0
Miracle Beach,['motion picture corporation of america'],0.0
Love and Mary,,0.0
Once a Thief,,0.0
Meant To Be,['corrino media corporation'],0.0
Man Maid,,0.0
Perfect Opposites,,0.0
Michel Vaillant,"['tf1 films production', 'canal+', 'europacorp', 'the prod']",0.0
Looking for Kitty,,0.0
Not Quite Human II,,0.0
Meet The Santas,"['larry levinson productions', 'alpine medien productions', 'hallmark entertainment']",0.0
Nature of the Beast,['abc family'],0.0
Outside Sales,,0.0
Oesje!,"['lafalot', 'artistic light', 'fonds film in vlaanderen']",0.0
The High Schooler's Guide to College Parties,['hold it now films'],0.0
George of the Jungle 2,['walt disney pictures'],0.0
Last Call,,0.0
Laid in America,"['angry adam productions', 'laid in america', 'fun group, the']",0.0
Growing Op,"['emotion pictures', 'middlefish films']",0.0
Reel Love,['entertainment one television'],0.0
The In Crowd,['force 10 productions'],124880.0
Late Last Night,"['sterling entertainment', 'scanbox']",0.0
Heavy Petting,['sarcofilms'],0.0
Giving It Up,,0.0
Family Ties Vacation,"['paramount pictures', 'paramount television', 'ubu productions']",0.0
Knots,,0.0
General Education,,0.0
Fast Girl,"['pop art film factory', 'matador motion pictures']",0.0
Justin Time,,0.0
Heber Holiday,"['flynn-daines', 'triomphe communications']",0.0
Large,"['the film consortium', 'film four', 'yorkshire media production agency (ympa)']",0.0
Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,['nbc productions'],0.0
The Last Man on Earth,['visionary films'],0.0
Hector,,0.0
Knight Rider,"['dutch oven', 'universal media studios (ums)']",0.0
Cheats,"['new line cinema', 'filmengine', 'benderspink']",0.0
Cowboys & Angels,['tla releasing'],33700.0
The Dukes of Hazzard: The Beginning,['warner premiere'],0.0
Drumline: A New Beat,"['fox television studios', 'vh1 television']",0.0
Casual Encounters,['traverse media'],0.0
Coming & Going,"['bennett-robbins productions', 'pictureplay films', 'films 1420m']",0.0
Costa Rican Summer,,0.0
Chris Rock: Never Scared,"['tenth planet productions', 'home box office (hbo)', 'cr enterprises']",0.0
Dolphins,"['carnaby international', 'lipsync productions', 'full on film productions']",0.0
Christmas Mail,,0.0
Demolition University,['sunset films international'],0.0
Crystal Heart,"['ã\x8dzaro films', 'eagle films', 'soltar n.v.']",0.0
Cupid's Balls,,0.0
Breakfast With Jonny Wilkinson,,0.0
Deal of a Lifetime,,0.0
Counterstrike,"['lions gate television', 'tbs superstation']",0.0
Counting Backwards,,0.0
Before You Say 'I Do',"['marvista entertainment', 'braun entertainment group']",0.0
A la mala,['pantelion films'],0.0
Alchemy,['black sand pictures'],0.0
Backwards,,0.0
Abel's Field,,0.0
Bank$tas,,0.0
A Heartbeat Away,['pictures in paradise'],0.0
A Bela e o Paparazzo,['mgn filmes'],0.0
Blue Eyelids,,0.0
Abel,['canana films'],0.0
Permission,['ball & chain productions'],0.0
A,"[""'a' production committee""]",0.0
A2,,0.0
My Honor Was Loyalty,,0.0
Tamala 2010: A Punk Cat in Space,,0.0
The Saddest Boy in the World,['modern family productions'],0.0
A Tale of Lost Times,['mosfilm'],0.0
ÐšÐµÐ½Ñ‚ÐµÑ€Ð²Ð¸Ð»ÑŒÑÐºÐ¾Ðµ Ð¿Ñ€Ð¸Ð²Ð¸Ð´ÐµÐ½Ð¸Ðµ,,0.0
The Sorcerer's Apprentice,"['sã¼ddeutscher rundfunk', 'bavaria atelier', 'krã¡tkã½ film praha', 'ceskoslovenskã½ filmexport', 'filmovã© studio gottwaldov']",0.0
Ismael's Ghosts,['why not productions'],0.0
Boj S Tenyu 2: Revansh,['central partnership'],11171900.0
22 Minutes,['central partnership'],0.0
Parliament Funkadelic: One Nation Under a Groove,,0.0
Ghost,['ctb film company'],3300000.0
The One,['mars media entertainment'],0.0
Ð¡ÐµÐ¼ÑŒ ÐºÐ°Ð±Ð¸Ð½Ð¾Ðº,,0.0
Little Man,,0.0
The State Counsellor,['studio trite'],0.0
Dark World: Equilibrium,['central partnership'],2118871.0
The Hunter's Prayer,"['filmengine', 'screen yorkshire', 'lipsync productions', 'maple leaf films', 'vandal entertainment', 'apollo media', 'full clip productions', 'hp yorkshire limited', 'hunters prayer production spain']",0.0
Easy on the Eyes,['enjoy movies'],4864560.0
Alive in Joburg,,0.0
Toyland,['mephisto film'],0.0
Lucky Island,['enjoy movies'],4803665.0
Bodywork,,0.0
Revenge,['kazakhfilm studios'],0.0
The Terror of Tiny Town,"['columbia pictures', 'jed buell productions']",0.0
He Even Has Your Eyes,"['ugc images', 'nexus factory', 'tf1 droits audiovisuels', 'france 2 cinã©ma', 'umedia', 'ufund', 'nolita cinema']",0.0
Survivor,,0.0
Beatriz at Dinner,,0.0
Red Hollywood,,0.0
The Black Room,"['casual productions', 'the black room cleopatra']",0.0
Get Me Roger Stone,,0.0
AfterDeath,"['acheron films', 'vituhmin productions']",0.0
The Bolshoi,,0.0
To The Stars By Hard Ways,['gorky film studio'],0.0
Rock n' Roll Nerd,,0.0
Bangkok Hilton,,0.0
The Scarlet Flower,['soyuzmultfilm'],0.0
Tail Gunner Joe,,0.0
Life Cycles,,0.0
Kiss at Pine Lake,,0.0
The Deserters,"['hunnia filmstãºdiã³', 'studio filmowe zodiak']",0.0
Perth: The Geylang Massacre,,0.0
Paris Ã  tout prix,['mandarin films'],0.0
Day of the Full Moon,"['mosfilm', 'kuryer']",0.0
Casper: A Spirited Beginning,['the harvey entertainment company'],0.0
13 Curses,"['castelao producciones', 'antena 3 televisiã³n']",0.0
Mia and the Migoo,['folimage'],0.0
T2 3-D: Battle Across Time,,0.0
Ð¡Ð¾Ð²ÐµÑ€ÑˆÐµÐ½Ð½Ð¾ ÑÐµÑ€ÑŒÐµÐ·Ð½Ð¾,,0.0
White Bim Black Ear,['gorky film studios'],0.0
A Man with Warranty,['enjoy movies'],0.0
8 First Dates,['etalon film'],0.0
Stone,['slava film'],0.0
Paris Express,"['m6 films', 'europacorp']",0.0
Payback: Straight Up,['icon entertainment international'],0.0
No Need to Grieve,['fokusfilm'],0.0
Hooked on the Game 2. The Next Level,,2294357.0
We Are from the Future 2,['a-1 kino video'],8910819.0
World Builder,,0.0
Lovey-Dovey 2,"['real dakota', 'interfest']",17850711.0
Love and the City 2,"['ð›ðµð¾ð¿ð¾ð»ð¸ñ\x81', 'ðšð²ð°ñ€ñ‚ð°ð»-95']",10198357.0
The Interceptor,"['ps tvc studio', 'rus-media', 'stuntart.ru']",1877122.0
Hooked on the Game,,3704408.0
God of Gamblers,"[""win's movie productions ltd.""]",4762337.0
Sea Monsters: A Prehistoric Adventure,,0.0
Nightmare City 2035,"['camera', 'l&p productions']",0.0
High Security Vacation,"['film direction', '20th century fox russia']",17566040.0
Boone: The Bounty Hunter,"['killion street', 'hoplite entertainment']",0.0
Pitbull Tough Women,,0.0
Pigs,['studio filmowe zebra'],0.0
Psy II: Ostatnia krew,,0.0
Demons of War,"['vision films', 'wytwã³rnia filmã³w dokumentalnych i fabularnych (warszawa) (wspã³å‚praca produkcyjna)', 'polsat (wspã³å‚praca produkcyjna)']",0.0
Despicable Me 3,['illumination entertainment'],1020063384.0
The Last Family,['aurum film'],0.0
Karbala,"['agora films', 'bulgarian national film center']",0.0
Lucifer,['minds meet'],0.0
Walpurgis,,0.0
War Don Don,"['naked edge films', 'racing horse productions']",0.0
Restart,,0.0
"Oh, Bomb!",['toho company'],0.0
The Salamander,"['filmograph s.a.', 'forum films', 'svocine']",0.0
Bachelor Games,"['art4noise', 'strike films', 'lex filmed entertainment']",0.0
We Are X,"['passion pictures', 'prettybird']",0.0
Rock Dog,"['reel fx creative studios', 'dream factory group', 'mandoo pictures', 'huayi tencent entertainment company', 'eracme entertainment']",9420546.0
Ð®Ð»ÐµÐ½ÑŒÐºÐ°,"['real dakota', 'interfest']",0.0
Last Year's Snow Was Falling,['ekran'],0.0
Nevalyashka,['slovo'],0.0
D Day,['ð¦ðµð½ñ‚ñ€ð°ð» ðÿð°ñ€ñ‚ð½ðµñ€ñˆð¸ð¿'],0.0
Investigation Held by Kolobki,['ð¡ð¾ñžð·ð¼ñƒð»ñœñ‚ñ„ð¸ð»ñœð¼'],0.0
Karlson Returns,['soyuzmultfilm'],0.0
Vacations in Prostokvashino,,0.0
Winter in Prostokvashino,,0.0
The Godfather Trilogy: 1972-1990,,0.0
Peculiarities of the National Hunt in the Winter,,0.0
Guardian Angels,,0.0
The Adventures of Buratino,['soyuzmultfilm'],0.0
Bayou,['american national films'],0.0
The Levelling,['wellington films'],0.0
Clown Service,,0.0
Ludo,"['overdose joint', 'starfire movies', 'idyabooster']",0.0
Jasmine Women,"['china film group', 'beijing jinyinma movie & tv culture co.']",0.0
The Saga of Biorn,,0.0
The New Tenants,,0.0
The Necktie,['office national du film du canada (onf)'],0.0
Tracktown,"['bay bridge productions inc.', 'jay smith productions', 'bunkhouse films']",0.0
Nobody Knows Sex,['central partnership'],0.0
"There's Good Weather in Deribasovskaya, Or It's Raining Again in Brighton Beach",['mosfilm'],0.0
"Hello, I'm Your Aunt!",['ekran'],0.0
My Son,"['cinema service', 'film it suda', 'cj entertainment']",2403749.0
Picnic,"['fuji television network', 'pony canyon']",0.0
Simon's Cat,,0.0
Mythbusters Holiday Special,,0.0
Little Forest: Summer/Autumn,['shochiku'],0.0
Adventures of Captain Wrongel,,0.0
Loneliness in the Net,,0.0
Ares,"['gaumont', 'cinã©france 1888', 'albertine productions']",0.0
The Loves of Hercules,,0.0
S&Man,,0.0
Roommates Wanted,"['tf1 films production', 'cinã©+', 'rã©gion ile-de-france', 'orange cinã©ma sã©ries', 'centre national de la cinã©matographie (cnc)', 'tf1', 'snd films', 'orange studio', 'nac films', 'someci', 'nt1']",0.0
Lettre d'une inconnue,,0.0
Bleach: The DiamondDust Rebellion,['studio pierrot'],0.0
ReconversÃ£o,,0.0
Wolf Hall,,0.0
King Charles III,,0.0
The Game of Truth,['bazelevs production'],0.0
Karlsson on the Roof,,0.0
The Rifleman of the Voroshilov Regiment,['ntv-profit'],0.0
From 180 & Taller,,0.0
Antikiller 2: Antiterror,,2685000.0
The Heat,['art pictures studio'],0.0
Law of Corruption,"['step by step film production', 'rospofilm']",0.0
The Jack Bull,"['home box office (hbo)', 'river one films', 'new crime productions']",0.0
Too Young to Die?,"['von zerneck sertner films', 'frank & bob films ii']",0.0
Sexy boys,,0.0
The Charge,"['artes productions', 'new century pictures']",0.0
Comrades in Arms,"['promark entertainment group', 'cinema sciences corporation']",0.0
The Nude,['united multimedia projects'],0.0
Space Station 3D,"['imax', 'national aeronautics and space administration (nasa)', 'lockheed martin corporation']",0.0
The Dovekeepers,"['cbs entertainment productions', 'cbs television studios', 'lightworkers media']",0.0
Mommy Dead and Dearest,['hbo documentary films'],0.0
Alcoholist,['dea film'],0.0
Andersonville,['turner pictures (i)'],0.0
Tickling Giants,['sarkasmos productions'],0.0
More Than a Secretary,['columbia pictures'],0.0
Dead Awake,"['incendiary features', 'gama entertainment partners', 'aristar entertainment']",0.0
Antikiller D.K,,2141028.0
Live and Remember,['kurier'],0.0
Platon,,0.0
Peculiarities of the National Ice Fishing,['stella studio'],0.0
Notre Dame de Paris,,0.0
Polar Opposites,,0.0
Assassin's Creed: Lineage,['ubisoft'],0.0
The Secret Life of Chaos,['bbc four'],0.0
The Spy,"['three t productions', 'studio trite', 'central partnership', 'vgtrk', 'revolution sun studios', 'vserossiyskaya gosudarstvennaya televizionnaya i radioveshchatelnaya kompaniya (vgtrk)']",4588176.0
Ticket to Vegas,"['mg media', 'red tie films', '3 days in vegas', 'ng production']",6134438.0
Portal: No Escape,,0.0
Cancel Christmas,['chesler/perlmutter productions'],0.0
The Double,['enjoy movies'],0.0
The Private Life of Plants,,0.0
Pirates: Blood Brothers,,0.0
Bummer 2,"['ctb film company', 'pygmalion production']",0.0
Genius,"['lenfilm', 'ladoga']",0.0
"Hello, We Are Your Cover!","['russkoe schastie entertainment', 'studiya cherepakha']",0.0
Mechenosets,['kinokompaniya ctb'],3919731.0
Countdown,['rekun tv'],0.0
Peculiarities of the National Politics,,0.0
Body to Body,['corps ã\xa0 corps'],0.0
Patrioticheskaya Komediya,,0.0
Dead Weight,"['france 2 cinã©ma', 'france 3 cinã©ma', 'tps cinã©ma', 'la petite reine', 'warner bros.']",0.0
The Adventures of the Electronic,"['odessa film studios', 'gosteleradio']",0.0
Don't Even Think,['top line production'],700000.0
Red Bells Part I: Mexico on Fire,,0.0
Men's Games,,0.0
Drive,"['overseas filmgroup', 'neo motion pictures']",0.0
Bella Mafia,['the kã¶nigsberg company'],0.0
Ð Ð¿Ð¾ÑƒÑ‚Ñ€Ñƒ Ð¾Ð½Ð¸ Ð¿Ñ€Ð¾ÑÐ½ÑƒÐ»Ð¸ÑÑŒ,"['ð\xa0ð¾ñ\x81ðºð¸ð½ð¾ð¿ñ€ð¾ðºð°ñ‚', 'ð¤ð»ð°ð³ð¼ð°ð½-ð¢ñ€ðµð¹ð´']",234748.0
Ð›ÑŒÐ²Ð¸Ð½Ð°Ñ Ð´Ð¾Ð»Ñ,,0.0
Paragraph 78: Film One,"['mb productions', 'stimul m production']",0.0
Kilometer Zero,"['globus film studio', 'cinemotion group']",0.0
Lovey-Dovey,,0.0
ÐšÐ°Ð¼ÐµÐ½Ð½Ð°Ñ Ð±Ð°ÑˆÐºÐ°,['ð\x9dð°ñˆðµ ðšð¸ð½ð¾'],0.0
Vovka in the Kingdom of Far Far Away,['soyuzmultfilm'],0.0
"Film, Film, Film",['soyuzmultfilm'],0.0
Olympia 52,,0.0
"Mary Poppins, Goodbye","['mosfilm', 'gosteleradio']",0.0
In the Blood,,0.0
The Midwife,"['france 3 cinã©ma', 'curiosa films']",0.0
Odd Job,"['gaumont', 'scope pictures']",0.0
A Family Man,"['zero gravity management', 'ascot elite home entertainment']",0.0
Paris Can Wait,['american zoetrope'],6700000.0
The Wizard of Lies,"['hbo films', 'tribeca productions']",0.0
The Diaries of a School Principal,['lenfilm studio'],0.0
Newsmakers,"['film i vã¤st', 'illusion film & television', 'kino bez granits']",0.0
