title,revenue,budget,return,release_year
no smoking,0.0,0.0,0.0,2007
dil dosti etc,0.0,0.0,0.0,2007
dus kahaniyaan,0.0,0.0,0.0,2007
the train: some lines shoulder never be crossed...,0.0,0.0,0.0,2007
awarapan,0.0,6000000.0,0.0,2007
"good boy, bad boy",0.0,4.0,0.0,2007
bheja fry,0.0,0.0,0.0,2007
mp3: mera pehla pehla pyaar,0.0,0.0,0.0,2007
dhol,0.0,0.0,0.0,2007
the disenchanted,0.0,0.0,0.0,1990
jaane tu... ya jaane na,11100000.0,2300000.0,4.826086956521739,2008
bachna ae haseeno,9600000.0,2400000.0,4.0,2008
fashion,0.0,5000000.0,0.0,2008
dostana,20000000.0,10000000.0,2.0,2008
krazzy 4,8000000.0,0.0,0.0,2008
bhoothnath,0.0,0.0,0.0,2008
halla bol,0.0,0.0,0.0,2008
maharathi,0.0,0.0,0.0,2008
golmaal returns,0.0,0.0,0.0,2008
jannat,0.0,0.0,0.0,2008
boris without beatrice,0.0,0.0,0.0,2016
las plantas,0.0,0.0,0.0,2017
depth two,0.0,0.0,0.0,2016
hotel dallas,0.0,0.0,0.0,2016
tashan,0.0,0.0,0.0,2008
lily lane,0.0,0.0,0.0,2016
phoonk,2760000.0,750000.0,3.68,2008
emi: liya hai to chukana padega,0.0,0.0,0.0,2008
karzzzz,0.0,0.0,0.0,2008
y.m.i. - yeh mera india,0.0,0.0,0.0,2009
"waiter, scarper!",0.0,0.0,0.0,1981
sin hijos,0.0,0.0,0.0,2015
we were once a fairytale,0.0,0.0,0.0,2008
mammal,0.0,0.0,0.0,2016
scenes from the suburbs,0.0,0.0,0.0,2011
to die by your side,0.0,0.0,0.0,2011
the american dreamer,0.0,0.0,0.0,1971
"andrã© hazes, zij gelooft in mij",0.0,0.0,0.0,2000
babushka,0.0,0.0,0.0,2004
beperkt houdbaar,0.0,0.0,0.0,2007
ape and super-ape,0.0,0.0,0.0,1972
the quiet love,0.0,0.0,0.0,2005
bloody cartoons,0.0,0.0,0.0,2007
body language,0.0,0.0,0.0,1995
chermeni,0.0,0.0,0.0,1970
dallas pashamende,0.0,0.0,0.0,2005
o diabo a quatro,0.0,0.0,0.0,2005
domã©sticas,0.0,0.0,0.0,2001
boy,0.0,0.0,0.0,2011
thunderclump,0.0,0.0,0.0,1974
island guests,0.0,0.0,0.0,2005
"my god, my god, why hast thou forsaken me?",0.0,0.0,0.0,2005
violent summer,0.0,0.0,0.0,1959
eve's christmas,0.0,0.0,0.0,2004
the eternal jew,0.0,0.0,0.0,1940
female,0.0,0.0,0.0,2005
loco fever,0.0,0.0,0.0,2001
flipping out - israel's drug generation,0.0,0.0,0.0,2008
leda - the fantastic adventure of yohko,0.0,0.0,0.0,1985
de gulle minnaar,0.0,0.0,0.0,1990
herbstmilch,0.0,0.0,0.0,1989
a man and a woman: 20 years later,0.0,0.0,0.0,1986
iâ€™m glad my mother is alive,0.0,0.0,0.0,2009
mariages !,0.0,0.0,0.0,2004
srimanthudu,0.0,0.0,0.0,2015
dookudu,0.0,0.0,0.0,2011
businessman,0.0,0.0,0.0,2012
pokiri,0.0,0.0,0.0,2006
khaleja,0.0,0.0,0.0,2010
athadu,0.0,0.0,0.0,2005
okkadu,0.0,0.0,0.0,2003
murari,0.0,0.0,0.0,2001
time runner,0.0,0.0,0.0,1993
jalsa,0.0,0.0,0.0,2008
atharintiki daaredi,0.0,0.0,0.0,2013
gabbar singh,16000000.0,7000000.0,2.2857142857142856,2012
race gurram,0.0,0.0,0.0,2014
cameraman ganga tho rambabu,0.0,0.0,0.0,2012
panjaa,0.0,6.0,0.0,2011
julayi,0.0,0.0,0.0,2012
eega,19450000.0,5990000.0,3.2470784641068446,2012
chatrapathi,0.0,0.0,0.0,2005
vikramarkudu,0.0,0.0,0.0,2006
simhadri,0.0,0.0,0.0,2003
roboshark,0.0,0.0,0.0,2015
curse of the wolf,0.0,0.0,0.0,2006
skull forest,0.0,0.0,0.0,2012
swamp zombies!!!,0.0,12000.0,0.0,2005
l'ange de goudron,0.0,0.0,0.0,2001
"italy: love it, or leave it",0.0,0.0,0.0,2011
the third eye,0.0,0.0,0.0,1966
the dark side of chocolate,0.0,0.0,0.0,2010
4th man out,0.0,0.0,0.0,2016
99,6600000.0,3000000.0,2.2,2009
the stoneman murders,0.0,0.0,0.0,2009
8 x 10 tasveer,0.0,0.0,0.0,2009
kike like me,0.0,0.0,0.0,2007
room 205,0.0,0.0,0.0,2007
kingdom of crooked mirrors,0.0,0.0,0.0,1963
northern light,0.0,0.0,0.0,2006
loverboy,0.0,0.0,0.0,2003
lucid,0.0,0.0,0.0,2005
een maand later,0.0,0.0,0.0,1987
la maison,0.0,0.0,0.0,2007
"meine frau, meine freunde und ich",0.0,0.0,0.0,2004
the girl with the red hair,0.0,0.0,0.0,1981
mechanics of the brain,0.0,0.0,0.0,1926
mã©moire de glace,0.0,0.0,0.0,2007
the colonel,0.0,3900000.0,0.0,2006
a tale of a naughty girl,0.0,0.0,0.0,2003
een monument voor een gorilla,0.0,0.0,0.0,1987
all the best,0.0,7500000.0,0.0,2009
mutum,0.0,0.0,0.0,2007
agyaat,0.0,0.0,0.0,2009
o princeznä› jasnä›nce a lã©tajã­cã­m å¡evci,0.0,0.0,0.0,1987
oh jonathan â€“ oh jonathan!,0.0,0.0,0.0,1973
the indecent woman,0.0,0.0,0.0,1991
ora o mai piã¹,0.0,0.0,0.0,2003
winky's horse,0.0,0.0,0.0,2005
lily sometimes,0.0,2300000.0,0.0,2010
kisna: the warrior poet,0.0,0.0,0.0,2005
perpetrators of the crime,0.0,0.0,0.0,2000
dig your grave friend... sabata's coming,0.0,0.0,0.0,1971
and the crows will dig your grave,0.0,0.0,0.0,1971
exorcismo,0.0,0.0,0.0,1975
the last man on the moon,0.0,0.0,0.0,2016
the killer wore gloves,0.0,0.0,0.0,1974
dad's army,0.0,0.0,0.0,2016
two men in town,0.0,0.0,0.0,1973
ringing bell,0.0,0.0,0.0,1978
night flight,0.0,0.0,0.0,2014
dabangg,0.0,9370000.0,0.0,2010
khatta meetha,10000000.0,7500000.0,1.3333333333333333,2010
golmaal 3,0.0,10000000.0,0.0,2010
"dear guest, when will you leave?",5000000.0,3750000.0,1.3333333333333333,2010
rakht charitra,0.0,390000.0,0.0,2010
kaalo,0.0,0.0,0.0,2010
no home movie,0.0,0.0,0.0,2015
984: prisoner of the future,0.0,0.0,0.0,1982
robo vampire,0.0,2500000.0,0.0,1988
il giorno in piã¹,0.0,0.0,0.0,2011
the girl in the yellow pajamas,0.0,0.0,0.0,1977
il paramedico,0.0,0.0,0.0,1982
bloodlock,0.0,100000.0,0.0,2008
shor in the city,0.0,0.0,0.0,2011
yeh saali zindagi,0.0,0.0,0.0,2011
no one killed jessica,0.0,0.0,0.0,2011
bodyguard,8.0,130.0,0.0615384615384615,2011
thank you,4100000.0,13100000.0,0.3129770992366412,2011
404: error not found,0.0,0.0,0.0,2011
shuttlecock boys,0.0,70000.0,0.0,2012
1920: evil returns,0.0,0.0,0.0,2012
ghost,0.0,0.0,0.0,2012
chhodo kal ki baatein,0.0,0.0,0.0,2012
idiot in paris,0.0,0.0,0.0,1967
spike island,0.0,0.0,0.0,2012
behavior,0.0,0.0,0.0,2014
conspiracy encounters,0.0,0.0,0.0,2016
family film,0.0,0.0,0.0,2016
blackbird,0.0,0.0,0.0,2014
pretpark nederland,0.0,0.0,0.0,2006
farewell to the summer light,0.0,0.0,0.0,1968
sharunas bartas: an army of one,0.0,0.0,0.0,2010
der struwwelpeter,0.0,0.0,0.0,1955
the embryo hunts in secret,0.0,0.0,0.0,1966
the rashevski tango,0.0,0.0,0.0,2003
next stop paradise,0.0,0.0,0.0,1998
trench of hope,0.0,0.0,0.0,2003
three seats for the 26th,0.0,0.0,0.0,1988
trying to kiss the moon,0.0,0.0,0.0,1994
uitgesloten,0.0,0.0,0.0,2001
the chosen,0.0,1000000.0,0.0,2006
uno,0.0,0.0,0.0,2004
barbara the fair with the silken hair,0.0,0.0,0.0,1969
visions of suffering,0.0,0.0,0.0,2006
the fabulous world of jules verne,0.0,0.0,0.0,1958
the war of the worlds: next century,0.0,0.0,0.0,1981
the wooden camera,0.0,0.0,0.0,2004
the world's greatest sinner,0.0,0.0,0.0,1962
a private affair,0.0,0.0,0.0,2002
all stars,0.0,0.0,0.0,1997
les amants du bagne,0.0,0.0,0.0,2005
the art of football from a to z,0.0,0.0,0.0,2007
aung san suu kyi - lady of no fear,0.0,0.0,0.0,2010
the jester's tale,0.0,0.0,0.0,1964
the sin,0.0,0.0,0.0,2004
all about love,0.0,0.0,0.0,2001
drei weiãÿe birken,0.0,0.0,0.0,1961
last day of freedom,0.0,0.0,0.0,2015
the watcher in the attic,0.0,0.0,0.0,1976
escort,0.0,0.0,0.0,2006
exposed,0.0,0.0,0.0,1971
le festin de la mante,0.0,0.0,0.0,2004
de flat,0.0,0.0,0.0,1994
the great global warming swindle,0.0,0.0,0.0,2007
nails,0.0,0.0,0.0,2003
hammer & tickle,0.0,0.0,0.0,2007
hata gã¶teborg,0.0,0.0,0.0,2007
critique of separation,0.0,0.0,0.0,1961
open season: scared silly,0.0,0.0,0.0,2015
les oiseaux de passage,0.0,0.0,0.0,2015
becoming mike nichols,0.0,0.0,0.0,2016
homegrown: the counter-terror dilemma,0.0,0.0,0.0,2016
aligarh,0.0,0.0,0.0,2016
a girl in the river: the price of forgiveness,0.0,0.0,0.0,2015
berth marks,0.0,0.0,0.0,1929
triangle: remembering the fire,0.0,0.0,0.0,2011
100 million bc,0.0,0.0,0.0,2008
behave yourself!,0.0,0.0,0.0,1951
chemical wedding,0.0,0.0,0.0,2008
go man go,0.0,0.0,0.0,1954
band of angels,0.0,0.0,0.0,1957
the lost man,0.0,0.0,0.0,1969
plan 9,0.0,0.0,0.0,2015
the history of eternity,0.0,0.0,0.0,2014
kiss of life,0.0,0.0,0.0,2007
îšî»î­ï†ï„îµï‚,0.0,0.0,0.0,2007
alter ego,0.0,0.0,0.0,2007
straight story,0.0,0.0,0.0,2006
loafing and camouflage: sirens in the aegean,0.0,0.0,0.0,2005
loafing and camouflage: i-4,0.0,0.0,0.0,2008
gordon's war,0.0,0.0,0.0,1973
they eat scum,0.0,0.0,0.0,1979
twist,0.0,0.0,0.0,1992
commando - a one man army,0.0,0.0,0.0,2013
boss,0.0,0.0,0.0,2013
jolly llb,0.0,0.0,0.0,2013
shuddh desi romance,0.0,0.0,0.0,2013
ek thi daayan,0.0,0.0,0.0,2013
kustom kar kommandos,0.0,0.0,0.0,1965
leben nach microsoft,0.0,0.0,0.0,2001
the barkley marathons: the race that eats its young,0.0,0.0,0.0,2014
killer cop,0.0,0.0,0.0,2002
underwater impressions,0.0,0.0,0.0,2002
in orange,0.0,0.0,0.0,2004
i am a nymphomaniac,0.0,0.0,0.0,1971
the king's beard,0.0,0.0,0.0,2002
kiss and run,0.0,0.0,0.0,2002
little blond death,0.0,0.0,0.0,1993
the little polar bear,0.0,0.0,0.0,2001
der kronzeuge,0.0,0.0,0.0,2007
kooky,0.0,0.0,0.0,2010
the last summer,0.0,0.0,0.0,2007
naked paradise,0.0,0.0,0.0,2002
on our own,0.0,0.0,0.0,1998
nuits rouges,0.0,0.0,0.0,1974
oysters at nam kee's,0.0,0.0,0.0,2002
offset,0.0,0.0,0.0,2006
olga's house of shame,0.0,0.0,0.0,1964
otto er et nã¦sehorn,0.0,0.0,0.0,1983
the plank,0.0,0.0,0.0,1967
prince and the evening star,0.0,0.0,0.0,1979
annaluise & anton,0.0,0.0,0.0,1999
directed by andrei tarkovsky,0.0,0.0,0.0,1988
"danny, the champion of the world",0.0,0.0,0.0,1989
le roman de georgette,0.0,0.0,0.0,2003
rot ist die liebe,0.0,0.0,0.0,1957
shattered glass,0.0,0.0,0.0,2002
the seventh juror,0.0,0.0,0.0,1962
shelter island,0.0,0.0,0.0,2003
skin,0.0,0.0,0.0,2008
the snowman,0.0,0.0,0.0,2009
the purse snatcher,0.0,0.0,0.0,1995
teenage angst,0.0,0.0,0.0,2008
teenage gang debs,0.0,0.0,0.0,1966
die tigerin,0.0,0.0,0.0,1992
wolf summer,0.0,0.0,0.0,2003
en route,0.0,0.0,0.0,2004
kara bela,0.0,0.0,0.0,2015
women talking dirty,0.0,0.0,0.0,2001
zadelpijn,0.0,0.0,0.0,2007
the fearless triplets,0.0,0.0,0.0,2004
swan lake,0.0,0.0,0.0,1981
die abrafaxe - unter schwarzer flagge,0.0,0.0,0.0,2001
the acid eaters,0.0,0.0,0.0,1968
love and magnets,0.0,0.0,0.0,2004
aksuat,0.0,0.0,0.0,1997
allyson is watching,0.0,0.0,0.0,1999
ma ma,1137421.0,0.0,0.0,2015
singham returns,0.0,0.0,0.0,2014
raja natwarlal,4.0,5.0,0.8,2014
dedh ishqiya,0.0,0.0,0.0,2014
sulemani keeda,0.0,0.0,0.0,2014
darr @ the mall,0.0,0.0,0.0,2014
"she smiles, sheâ€™s snared!",0.0,0.0,0.0,2014
2 states,0.0,0.0,0.0,2014
heropanti,10000000.0,4200000.0,2.380952380952381,2014
palm trees in the snow,0.0,10000000.0,0.0,2015
spanish affair 2,0.0,4500000.0,0.0,2015
roar,0.0,0.0,0.0,2014
creature,0.0,0.0,0.0,2014
hunterrr,0.0,0.0,0.0,2015
stonados,0.0,0.0,0.0,2013
thumb wars: the phantom cuticle,0.0,0.0,0.0,1999
thumbtanic,0.0,0.0,0.0,2000
lost on journey,0.0,0.0,0.0,2010
snow on the blades,0.0,0.0,0.0,2014
the belgrade phantom,0.0,1000000.0,0.0,2009
bella bettien,0.0,0.0,0.0,2002
burning love,0.0,0.0,0.0,1983
cool!,0.0,0.0,0.0,2004
dangerous invitations,0.0,0.0,0.0,2002
ellis in glamourland,0.0,0.0,0.0,2004
filmpje!,0.0,0.0,0.0,1995
"die frau, die im wald verschwand",0.0,0.0,0.0,2009
intoxicating,0.0,0.0,0.0,2003
the legend of sleepy hollow,0.0,0.0,0.0,1999
lellebelle,0.0,0.0,0.0,2010
the little bear movie,0.0,0.0,0.0,2001
mira,0.0,0.0,0.0,1971
the seduction of inga,0.0,0.0,0.0,1968
dutch in seven lessons,0.0,0.0,0.0,1948
the new gulliver,0.0,0.0,0.0,1935
eye of the eagle,0.0,0.0,0.0,1997
panic in the skies,0.0,0.0,0.0,2006
red eagle,0.0,0.0,0.0,2010
robert mitchum est mort,0.0,0.0,0.0,2011
the singing ringing tree,0.0,0.0,0.0,1957
student seduction,0.0,0.0,0.0,2003
too fat too furious,0.0,4200000.0,0.0,2005
bibi,0.0,0.0,0.0,1974
prisoner/terrorist,0.0,0.0,0.0,2007
baba yaga,0.0,0.0,0.0,1971
het zwijgen,0.0,0.0,0.0,2006
happy family,966214.0,800000.0,1.2077675,2006
despiser,0.0,0.0,0.0,2003
sunshine barry & the disco worms,0.0,0.0,0.0,2008
dreamland,0.0,0.0,0.0,2007
father of four: never gives up!,0.0,0.0,0.0,2005
frank & wendy,0.0,0.0,0.0,2004
invisible mom,0.0,0.0,0.0,1997
locusts: the 8th plague,0.0,0.0,0.0,2005
warm spring,0.0,0.0,0.0,2003
lost in new york,0.0,0.0,0.0,1989
pervert!,0.0,0.0,0.0,2005
phileine says sorry,0.0,4170000.0,0.0,2003
the revenge of the living dead girls,0.0,0.0,0.0,1987
remote control,0.0,0.0,0.0,1992
the dark diamond,0.0,0.0,0.0,2004
summers past,0.0,0.0,0.0,2008
shock head soul,0.0,0.0,0.0,2011
emergency kisses,0.0,0.0,0.0,1989
one hundred days after childhood,0.0,0.0,0.0,1975
the princess and the pea,0.0,0.0,0.0,1976
sure fire,0.0,0.0,0.0,1990
"i, a woman",0.0,0.0,0.0,1965
the parallel street,0.0,0.0,0.0,1962
mollycam,0.0,0.0,0.0,2008
"i flunked, but...",0.0,0.0,0.0,1930
pastorale,0.0,0.0,0.0,1975
plastic jesus,0.0,0.0,0.0,1971
the spin kid,0.0,0.0,0.0,2011
crulic - the path to beyond,0.0,292.0,0.0,2011
russian symphony,0.0,0.0,0.0,1994
the shamer's daughter,0.0,7500000.0,0.0,2015
the white bus,0.0,0.0,0.0,1967
on the comet,0.0,0.0,0.0,1970
the white dove,0.0,0.0,0.0,1960
images of a relief,0.0,0.0,0.0,1982
lyrical nitrate,0.0,0.0,0.0,1991
on the bowery,0.0,0.0,0.0,1957
beast,0.0,0.0,0.0,2011
funeral ceremonies,0.0,0.0,0.0,1969
book of days,0.0,0.0,0.0,1989
found memories,0.0,0.0,0.0,2011
avã©,0.0,0.0,0.0,2012
max & co,0.0,0.0,0.0,2007
bovines,0.0,0.0,0.0,2012
it's gradiva who is calling you,0.0,0.0,0.0,2006
slow action,0.0,0.0,0.0,2010
o'er the land,0.0,0.0,0.0,2009
â¡vivan las antipodas!,0.0,0.0,0.0,2011
life lesson,0.0,0.0,0.0,1995
finale,0.0,0.0,0.0,2007
meanwhile,0.0,0.0,0.0,2011
anã©mone,0.0,0.0,0.0,1968
it happened in europe,0.0,0.0,0.0,1948
amber city,0.0,0.0,0.0,1999
sogobi,0.0,0.0,0.0,2002
the coming of sin,0.0,0.0,0.0,1978
the bells toll for the barefooted,0.0,0.0,0.0,1965
atomic age,0.0,0.0,0.0,2012
the fourth dimension,0.0,0.0,0.0,2012
at the first breath of wind,0.0,0.0,0.0,2003
dad,0.0,0.0,0.0,2010
the twelve months,0.0,0.0,0.0,1956
okinawa rendez-vous,0.0,0.0,0.0,2000
good for nothing,0.0,0.0,0.0,2014
...e fuori nevica!,0.0,0.0,0.0,2014
champion,0.0,0.0,0.0,2005
champion,0.0,0.0,0.0,2002
ciudad delirio,0.0,0.0,0.0,2014
clan of amazons,0.0,0.0,0.0,1978
q planes,0.0,0.0,0.0,1939
fighting fools,0.0,0.0,0.0,1949
hold that baby!,0.0,0.0,0.0,1949
momentum,0.0,0.0,0.0,2003
"nikki, wild dog of the north",0.0,0.0,0.0,1961
ride a crooked trail,0.0,0.0,0.0,1958
ride the wild surf,0.0,0.0,0.0,1964
secrets of life,0.0,0.0,0.0,1956
the flying dagger,0.0,0.0,0.0,1969
the naked maja,0.0,0.0,0.0,1958
the tournament,0.0,0.0,0.0,1929
the tournament,0.0,0.0,0.0,2015
treasure hunters,0.0,0.0,0.0,1981
who done it?,0.0,0.0,0.0,1942
skull,0.0,0.0,0.0,1927
inori,0.0,0.0,0.0,2012
36,0.0,0.0,0.0,2012
silent ones,0.0,0.0,0.0,2013
darkness,0.0,0.0,0.0,2013
die welt,0.0,0.0,0.0,2013
"differently, molussia",0.0,0.0,0.0,2012
the teasers,0.0,0.0,0.0,1975
i embrace you with 1000 arms,0.0,0.0,0.0,2006
you are not i,0.0,0.0,0.0,1981
mamay,0.0,0.0,0.0,2003
a story of the forest: mavka,0.0,0.0,0.0,1980
successive slidings of pleasure,0.0,0.0,0.0,1974
the golden key,0.0,0.0,0.0,1939
nostos: the return,0.0,0.0,0.0,1989
quick billy,0.0,0.0,0.0,1970
the sun and the moon,0.0,0.0,0.0,2008
the tale of john and marie,0.0,0.0,0.0,1980
quixote,0.0,0.0,0.0,1965
spark of being,0.0,0.0,0.0,2010
mã©diterranã©e,0.0,0.0,0.0,1963
ramin,0.0,177.0,0.0,2011
the bitter herb,0.0,0.0,0.0,1985
a journey through fairyland,0.0,0.0,0.0,1985
the deflowering of eva van end,0.0,0.0,0.0,2012
ein teil von mir,0.0,0.0,0.0,2009
hate story 3,0.0,0.0,0.0,2015
the field of enchantment,0.0,0.0,0.0,2011
prince bayaya,0.0,0.0,0.0,1950
l'ã‰tã© en pente douce,0.0,0.0,0.0,1987
sour grape,0.0,0.0,0.0,1974
wool 100%,0.0,0.0,0.0,2006
all stars 2: old stars,0.0,0.0,0.0,2011
banana pancakes and the children of sticky rice,0.0,0.0,0.0,2015
saturday october 5th,0.0,0.0,0.0,1969
lucky in love,0.0,0.0,0.0,2014
an example of intonation,0.0,0.0,0.0,1991
blazing a trail to the stars,0.0,0.0,0.0,1958
twigson,0.0,0.0,0.0,2009
giano,0.0,0.0,0.0,2014
the blue planet,0.0,0.0,0.0,1981
kaili blues,0.0,0.0,0.0,2016
mother,0.0,0.0,0.0,2016
francofonia,0.0,0.0,0.0,2015
the event,0.0,0.0,0.0,2015
pioneers in ingolstadt,0.0,0.0,0.0,1971
szaffi,0.0,0.0,0.0,1985
buried in light,0.0,0.0,0.0,1994
on the road: a document,0.0,0.0,0.0,1964
the great flood,0.0,0.0,0.0,2012
manufractur,0.0,0.0,0.0,1985
the woman who powders herself,0.0,0.0,0.0,1972
the halt,0.0,0.0,0.0,2000
"life, autumn",0.0,0.0,0.0,1999
stellar,0.0,0.0,0.0,1993
get ready,0.0,0.0,0.0,1999
in memory of the day passed by,0.0,0.0,0.0,1990
father and daughter,0.0,0.0,0.0,2000
schwechater,0.0,0.0,0.0,1958
portrait,0.0,0.0,0.0,2002
dã©jeuner du matin,0.0,0.0,0.0,1974
dream work,0.0,0.0,0.0,2001
factory,0.0,0.0,0.0,2004
wind,0.0,0.0,0.0,1996
instructions for a light & sound machine,0.0,0.0,0.0,2006
feelings of mountains and waters,0.0,0.0,0.0,1988
mermaid,0.0,0.0,0.0,1997
buddy hutchins,0.0,1200000.0,0.0,2015
the ouija exorcism,0.0,0.0,0.0,2015
remember,1986615.0,0.0,0.0,2015
back to the sea,0.0,0.0,0.0,2012
godheten,0.0,0.0,0.0,2013
future my love,0.0,0.0,0.0,2012
tabloid truth,0.0,0.0,0.0,2014
it was the son,0.0,2100000.0,0.0,2012
breaking with old ideas,0.0,0.0,0.0,1976
the leather boys,0.0,0.0,0.0,1964
the bogus man,0.0,0.0,0.0,1980
oosaravelli,0.0,0.0,0.0,2011
for grace,0.0,0.0,0.0,2015
white wall,0.0,250000.0,0.0,2010
the mermaid,553810228.0,60720000.0,9.120721805006587,2016
stranded,0.0,0.0,0.0,2015
beyond,0.0,0.0,0.0,2014
airplane vs volcano,0.0,0.0,0.0,2014
holi,0.0,0.0,0.0,1985
blood ties,0.0,0.0,0.0,1991
kapä±cä±lar kralä±,0.0,0.0,0.0,1976
skyscraper,0.0,0.0,0.0,1996
better mus come,0.0,0.0,0.0,2013
the real miyagi,0.0,0.0,0.0,2015
si puã² fare l'amore vestiti?,0.0,0.0,0.0,2012
merci patron !,0.0,0.0,0.0,2016
chi lavora ã¨ perduto,0.0,0.0,0.0,1963
yankee,0.0,0.0,0.0,1966
la vacanza,0.0,0.0,0.0,1971
action,0.0,121.0,0.0,1980
love & passion,0.0,0.0,0.0,1987
all ladies do it,0.0,0.0,0.0,1992
p.o. box tinto brass,0.0,0.0,0.0,1995
black angel,0.0,0.0,0.0,2002
may morning,0.0,0.0,0.0,1970
the sex of angels,0.0,0.0,0.0,1968
the man from hong kong,0.0,0.0,0.0,1975
fine dead girls,0.0,0.0,0.0,2002
emelie,0.0,0.0,0.0,2016
summers downstairs,0.0,0.0,0.0,2015
tã¤terã¤tã¤ã¤ - die kirche bleibt im dorf 2,0.0,0.0,0.0,2015
summer camp nightmare,0.0,0.0,0.0,1987
the office wife,0.0,0.0,0.0,1930
la pazza della porta accanto: conversazione con alda merini,0.0,0.0,0.0,2013
carry on girls,0.0,0.0,0.0,1973
jare vs. cheek,0.0,0.0,0.0,2015
a hole in the head,0.0,0.0,0.0,1998
children of beslan,0.0,0.0,0.0,2005
war,0.0,0.0,0.0,2002
morgana,1612100.0,0.0,0.0,2012
belgica,0.0,0.0,0.0,2016
girl asleep,0.0,1150118.0,0.0,2016
the neon demon,1333124.0,7000000.0,0.1904462857142857,2016
sun choke,0.0,0.0,0.0,2015
gold coast,0.0,0.0,0.0,2015
take me to the river,0.0,0.0,0.0,2016
evolution,0.0,0.0,0.0,2015
sunset song,0.0,0.0,0.0,2015
they call me jeeg robot,0.0,1900000.0,0.0,2015
superpai,0.0,0.0,0.0,2015
night sights,0.0,250000.0,0.0,2011
sakuran,0.0,0.0,0.0,2007
vinnaithaandi varuvaayaa,12000000.0,3000000.0,4.0,2010
demonte colony,0.0,0.0,0.0,2015
roja,0.0,0.0,0.0,1992
ayan,18000000.0,3230939.0,5.57113582150576,2009
mouna raagam,0.0,0.0,0.0,1986
anjathe,0.0,0.0,0.0,2008
pizza 2: villa,0.0,0.0,0.0,2013
yuddham sei,0.0,0.0,0.0,2011
eeram,0.0,0.0,0.0,2009
pammal k. sambandam,0.0,0.0,0.0,2002
joi baba felunath,0.0,0.0,0.0,1979
long way down,0.0,0.0,0.0,2010
noiseman sound insect,0.0,0.0,0.0,1997
motherland,0.0,0.0,0.0,2015
asura,0.0,0.0,0.0,2012
area 88,0.0,0.0,0.0,1985
hill of freedom,0.0,0.0,0.0,2014
nobody's daughter haewon,0.0,0.0,0.0,2013
tokyo family,0.0,0.0,0.0,2013
hot bot,0.0,0.0,0.0,2016
rushlights,0.0,0.0,0.0,2013
kick,0.0,0.0,0.0,2009
bommarillu,5333333.0,1333333.0,4.000000750000187,2006
arundhati,14000000.0,2915739.0,4.801527160009864,2009
happy,0.0,0.0,0.0,2006
parugu,0.0,0.0,0.0,2008
happy days,2640850.0,440141.0,6.000009087996801,2007
aarya 2,0.0,0.0,0.0,2009
desamuduru,0.0,0.0,0.0,2007
the amy fisher story,0.0,0.0,0.0,1993
dudes & dragons,0.0,0.0,0.0,2015
pray for death,0.0,0.0,0.0,1985
you're ugly too,0.0,0.0,0.0,2015
priest of darkness,0.0,0.0,0.0,1936
portrait of a young man in three movements,0.0,0.0,0.0,1931
jack and the beanstalk,0.0,0.0,0.0,1902
dream of a rarebit fiend,0.0,0.0,0.0,1906
the thieving hand,0.0,0.0,0.0,1908
fraktus,0.0,0.0,0.0,2012
hide and seek,0.0,0.0,0.0,2014
the staple of news,0.0,0.0,0.0,2014
la felicitã  ã¨ un sistema complesso,0.0,0.0,0.0,2015
elvis & nixon,1055287.0,0.0,0.0,2016
the iron ministry,0.0,0.0,0.0,2014
when night falls on the reeperbahn,0.0,0.0,0.0,1967
let him be,0.0,0.0,0.0,2009
mahana,0.0,0.0,0.0,2016
two faces of the dollar,0.0,0.0,0.0,1967
the battle of the damned,0.0,0.0,0.0,1969
"durango is coming, pay or die",0.0,0.0,0.0,1971
a place called today,0.0,0.0,0.0,1972
jack and the beanstalk,0.0,0.0,0.0,1974
dil dhadakne do,22000000.0,13000000.0,1.6923076923076923,2015
eye in the sky,18704595.0,13000000.0,1.438815,2015
kareem: minority of one,0.0,0.0,0.0,2015
between eleven and midnight,0.0,0.0,0.0,1949
the truth about bebe donge,0.0,0.0,0.0,1952
love and the frenchwoman,0.0,0.0,0.0,1960
camino,0.0,0.0,0.0,2016
road games,0.0,0.0,0.0,2016
ava's possessions,0.0,0.0,0.0,2015
monster high great scarrier reef,0.0,0.0,0.0,2016
bleeding heart,0.0,0.0,0.0,2015
you are not alone,0.0,0.0,0.0,2016
goddess of love,0.0,0.0,0.0,2015
yosemite,0.0,0.0,0.0,2016
weaponized,0.0,0.0,0.0,2016
the rocket post,0.0,0.0,0.0,2004
rogue river,0.0,2000000.0,0.0,2012
two friends,0.0,0.0,0.0,2015
unnatural & accidental,0.0,0.0,0.0,2006
the sweatbox,0.0,0.0,0.0,2002
"hello, my name is doris",14444999.0,1000000.0,14.444999,2015
god is on air,0.0,0.0,0.0,2002
'til madness do us part,0.0,0.0,0.0,2013
la belle captive,0.0,0.0,0.0,1983
lethal seduction,0.0,0.0,0.0,2015
mellow mud,0.0,0.0,0.0,2016
earthling,0.0,0.0,0.0,2011
legend of the forest,0.0,0.0,0.0,1987
the amityville asylum,0.0,20000.0,0.0,2013
back stage,0.0,0.0,0.0,1919
body team 12,0.0,0.0,0.0,2015
that little band of gold,0.0,0.0,0.0,1915
the movies,0.0,0.0,0.0,1925
