,title,revenue,budget,return,release_year
35113,psalm 21,0.0,0.0,0.0,2009
35114,tumbledown,135026.0,0.0,0.0,2015
35115,9-man,0.0,0.0,0.0,2014
35116,la sfida,0.0,0.0,0.0,1958
35117,many wars ago,0.0,97.0,0.0,1970
35118,chronicle of a death foretold,0.0,0.0,0.0,1987
35119,the palermo connection,0.0,0.0,0.0,1990
35120,mortacci,0.0,0.0,0.0,1989
35121,il minestrone,0.0,0.0,0.0,1981
35122,bawdy tales,0.0,0.0,0.0,1973
35123,ostia,0.0,0.0,0.0,1970
35124,beneath loch ness,0.0,0.0,0.0,2002
35125,atomic train,0.0,0.0,0.0,1999
35126,the dream is alive,0.0,0.0,0.0,1985
35127,evil alien conquerors,0.0,0.0,0.0,2003
35128,a kid in aladdin's palace,0.0,0.0,0.0,1998
35129,the education of shelby knox,0.0,0.0,0.0,2005
35130,the girl on the stone,0.0,0.0,0.0,2007
35131,spy school,0.0,0.0,0.0,2008
35132,wizards of waverly place: the movie,0.0,0.0,0.0,2009
35133,china dolls,0.0,0.0,0.0,1992
35134,second skin,0.0,0.0,0.0,2009
35135,under the electric sky,0.0,0.0,0.0,2014
35136,the pit,0.0,0.0,0.0,2009
35137,one six right,0.0,0.0,0.0,2005
35138,the hunchedback horse,0.0,0.0,0.0,1947
35139,folies bergã¨re,0.0,0.0,0.0,2014
35140,friends from france,0.0,0.0,0.0,2013
35141,fatherland,0.0,0.0,0.0,1986
35142,ginger & cinnamon,0.0,0.0,0.0,2003
35143,be seeing you,0.0,0.0,0.0,1968
35144,10%: what makes a hero?,0.0,0.0,0.0,2013
35145,100 ghost street: the return of richard speck,0.0,150.0,0.0,2012
35146,the unwanted,0.0,100000.0,0.0,2014
35147,the wall,0.0,0.0,0.0,1983
35148,another way,0.0,0.0,0.0,1982
35149,the legend of bhagat singh,6000000.0,3000000.0,2.0,2002
35150,stranded,0.0,0.0,0.0,2015
35151,gone too far!,0.0,0.0,0.0,2014
35152,sawney: flesh of man,0.0,0.0,0.0,2012
35153,inbred,0.0,0.0,0.0,2011
35154,chemerical,0.0,0.0,0.0,2009
35155,for lovers only,0.0,0.0,0.0,2011
35156,heleno,0.0,0.0,0.0,2012
35157,maidan,0.0,0.0,0.0,2014
35158,zhit,0.0,0.0,0.0,2010
35159,snowman's land,0.0,0.0,0.0,2010
35160,the heineken kidnapping,0.0,0.0,0.0,2011
35161,the pink floyd and syd barrett story,0.0,0.0,0.0,2003
35162,rudolph's shiny new year,0.0,0.0,0.0,1976
35163,beltracchi - the art of the forgery,0.0,0.0,0.0,2014
35164,ghost in the shell: the new movie,101203.0,0.0,0.0,2015
35165,"christmas, again",0.0,0.0,0.0,2014
35166,archipelago,0.0,0.0,0.0,2010
35167,locust,467363.0,0.0,0.0,2014
35168,little thirteen,0.0,600000.0,0.0,2012
35169,totally true love,0.0,0.0,0.0,2011
35170,extraction,16775.0,0.0,0.0,2015
35171,whiffs,0.0,0.0,0.0,1975
35172,fencing,0.0,0.0,0.0,1892
35173,nunca en horas de clase,495861.0,0.0,0.0,1978
35174,world of tomorrow,0.0,0.0,0.0,2015
35175,night #1,0.0,0.0,0.0,2011
35176,dinosaur island,0.0,0.0,0.0,1994
35177,zoolander 2,55969000.0,50000000.0,1.11938,2016
35178,johan falk: the outlaws,0.0,0.0,0.0,2009
35179,johan falk: operation nã¤ktergal,0.0,0.0,0.0,2009
35180,the pyramid,0.0,0.0,0.0,2007
35181,view from a blue moon,0.0,0.0,0.0,2015
35182,anuvahood,0.0,1000000.0,0.0,2011
35183,shadey,0.0,0.0,0.0,1985
35184,tarzan in manhattan,0.0,0.0,0.0,1989
35185,young love,0.0,0.0,0.0,2001
35186,die akte golgatha,0.0,0.0,0.0,2010
35187,love at the thanksgiving day parade,0.0,0.0,0.0,2012
35188,gangsta granny,0.0,0.0,0.0,2013
35189,innocent killers,0.0,0.0,0.0,2015
35190,the legend of barney thomson,0.0,0.0,0.0,2015
35191,mississippi damned,0.0,0.0,0.0,2009
35192,ice spiders,0.0,2000000.0,0.0,2007
35193,unbranded,0.0,0.0,0.0,2015
35194,the lion guard: return of the roar,0.0,0.0,0.0,2015
35195,the samurai that night,0.0,0.0,0.0,2012
35196,after school,0.0,0.0,0.0,2008
35197,"justice, my foot!",0.0,0.0,0.0,1992
35198,fight back to school,0.0,0.0,0.0,1991
35199,his name was king,0.0,0.0,0.0,1971
35200,the lily of belgium,0.0,0.0,0.0,1915
35201,the kindergarten teacher,0.0,0.0,0.0,2014
35202,a fighter's blues,0.0,0.0,0.0,2000
35203,72 tenants of prosperity,0.0,0.0,0.0,2010
35204,vampire circus,0.0,0.0,0.0,1972
35205,hitting the apex,0.0,0.0,0.0,2015
35206,how to be single,112343513.0,38000000.0,2.956408236842105,2016
35207,huge,0.0,0.0,0.0,2010
35208,winning dad,0.0,0.0,0.0,2015
35209,wir sind die neuen,0.0,0.0,0.0,2014
35210,memories of the sword,0.0,0.0,0.0,2015
35211,encounters,0.0,0.0,0.0,2015
35212,anguish,0.0,0.0,0.0,2015
35213,doctor mordrid,0.0,2000000.0,0.0,1992
35214,winning: the racing life of paul newman,0.0,0.0,0.0,2015
35215,marvel super hero adventures: frost fight!,0.0,0.0,0.0,2015
35216,blue exorcist: the movie,0.0,0.0,0.0,2012
35217,finders keepers,0.0,0.0,0.0,2015
35218,devil dog: the hound of hell,0.0,0.0,0.0,1978
35219,the propaganda game,0.0,0.0,0.0,2015
35220,darkness on the edge of town,0.0,0.0,0.0,2015
35221,two step,0.0,0.0,0.0,2015
35222,assassins run,0.0,4000000.0,0.0,2013
35223,bolshoi babylon,0.0,0.0,0.0,2015
35224,bowery buckaroos,0.0,0.0,0.0,1947
35225,he never died,0.0,0.0,0.0,2015
35226,night into morning,0.0,0.0,0.0,1951
35227,shutter,0.0,0.0,0.0,2013
35228,steelyard blues,0.0,0.0,0.0,1973
35229,the assassin,0.0,0.0,0.0,1961
35230,10+10,0.0,0.0,0.0,2011
35231,"the green, green grass of home",0.0,0.0,0.0,1982
35232,cheerful wind,0.0,0.0,0.0,1981
35233,cute girl,0.0,0.0,0.0,1980
35234,the battle wizard,0.0,0.0,0.0,1977
35235,the black marble,0.0,0.0,0.0,1980
35236,the last fall,0.0,0.0,0.0,2012
35237,troublemakers,0.0,0.0,0.0,1994
35238,the perfect weapon,14061361.0,10000000.0,1.4061361,1991
35239,a fare to remember,0.0,0.0,0.0,1999
35240,ozland,0.0,0.0,0.0,2015
35241,another world,0.0,1000000.0,0.0,2014
35242,found in time,0.0,0.0,0.0,2012
35243,raggedy ann & andy: a musical adventure,0.0,0.0,0.0,1977
35244,the christmas carol,0.0,0.0,0.0,1949
35245,the testaments,0.0,0.0,0.0,2000
35246,samurai cop 2: deadly vengeance,0.0,1500000.0,0.0,2015
35247,eskil & trinidad,0.0,4200000.0,0.0,2013
35248,fraternity row,0.0,0.0,0.0,1977
35249,sunshine follows rain,0.0,0.0,0.0,1946
35250,elves,0.0,0.0,0.0,1989
35251,murder in the dark,0.0,0.0,0.0,2013
35252,the priests,0.0,0.0,0.0,2015
35253,the accidental detective,0.0,0.0,0.0,2015
35254,the cat vanishes,0.0,0.0,0.0,2011
35255,the thin yellow line,0.0,0.0,0.0,2015
35256,the masters of suspense,0.0,0.0,0.0,2014
35257,hands off mississippi,0.0,0.0,0.0,2007
35258,the runway,0.0,0.0,0.0,2010
35259,a town without christmas,0.0,0.0,0.0,2001
35260,the gnome,0.0,0.0,0.0,2005
35261,the zohar secret,0.0,0.0,0.0,2015
35262,raw force,0.0,0.0,0.0,1982
35263,i made a splash,0.0,0.0,0.0,1980
35264,parasyte: part 1,0.0,0.0,0.0,2014
35265,parasyte: part 2,0.0,0.0,0.0,2015
35266,dark awakening,0.0,0.0,0.0,2014
35267,halfweg,0.0,0.0,0.0,2014
35268,mr. miracle,0.0,0.0,0.0,2014
35269,uuno turhapuro â€“ this is my life,0.0,0.0,0.0,2004
35270,uuno turhapuro - pisnismies,0.0,0.0,0.0,1998
35271,tupla-uuno,0.0,0.0,0.0,1988
35272,uuno turhapuro â€“ kaksoisagentti,0.0,0.0,0.0,1987
35273,uuno turhapuro muuttaa maalle,0.0,0.0,0.0,1986
35274,uuno turhapuron muisti palailee pã¤tkittã¤in,0.0,0.0,0.0,1983
35275,uuno turhapuro menettã¤ã¤ muistinsa,0.0,0.0,0.0,1982
35276,uuno turhapuron aviokriisi,0.0,0.0,0.0,1981
35277,tup-akka-lakko,0.0,0.0,0.0,1980
35278,the test-tube adult and simo's angels,0.0,0.0,0.0,1979
35279,"rautakauppias uuno turhapuro, presidentin vã¤vy",0.0,0.0,0.0,1978
35280,hã¤py endkã¶? eli kuinka uuno turhapuro sai niin kauniin ja rikkaan vaimon,0.0,0.0,0.0,1977
35281,lottovoittaja ukk turhapuro,0.0,0.0,0.0,1976
35282,professori uuno d.g. turhapuro,0.0,0.0,0.0,1975
35283,talvivaaran miehet,0.0,0.0,0.0,2015
35284,stealing christmas,0.0,0.0,0.0,2003
35285,fifty shades of black,21164799.0,20000000.0,1.05823995,2016
35286,"totã², peppino e i fuorilegge",0.0,0.0,0.0,1956
35287,pensavo fosse amore invece era un calesse,0.0,0.0,0.0,1991
35288,the band of honest men,0.0,0.0,0.0,1956
35289,"totã², lascia o raddoppia?",0.0,0.0,0.0,1956
35290,o.s.s.,0.0,0.0,0.0,1946
35291,mr. peabody and the mermaid,0.0,0.0,0.0,1948
35292,temptation,0.0,0.0,0.0,1946
35293,the pied piper,0.0,0.0,0.0,1942
35294,the man i married,0.0,0.0,0.0,1940
35295,unlocking the cage,0.0,0.0,0.0,2016
35296,1 p.m.,0.0,0.0,0.0,1972
35297,jimi plays monterey,0.0,0.0,0.0,1986
35298,depeche mode: 101,0.0,0.0,0.0,1989
35299,the return of the war room,0.0,0.0,0.0,2008
35300,elaine stritch: at liberty,0.0,300000.0,0.0,2002
35301,depeche mode: the videos 86-98,0.0,0.0,0.0,1998
35302,david bowie: best of bowie,0.0,0.0,0.0,2002
35303,assume the position with mr. wuhl,0.0,0.0,0.0,2007
35304,successful alcoholics,0.0,0.0,0.0,2010
35305,the pee-wee herman show,0.0,0.0,0.0,1981
35306,the broken tower,0.0,0.0,0.0,2012
35307,dreamkeeper,0.0,0.0,0.0,2003
35308,a cosmic christmas,0.0,0.0,0.0,1977
35309,the monster of mangatiti,0.0,0.0,0.0,2015
35310,nocturnal animals,29252978.0,22500000.0,1.3001323555555555,2016
35311,a tale of two thieves,0.0,0.0,0.0,2014
35312,tyke elephant outlaw,0.0,0.0,0.0,2015
35313,a syrian love story,0.0,0.0,0.0,2015
35314,the pardon,0.0,5000000.0,0.0,2013
35315,pete's christmas,0.0,0.0,0.0,2013
35316,homeland (iraq year zero),0.0,0.0,0.0,2016
35317,unnatural,0.0,0.0,0.0,2015
35318,lumberjack man,0.0,0.0,0.0,2015
35319,daddy's home,242786137.0,50000000.0,4.85572274,2015
35320,sisters,105011053.0,30000000.0,3.500368433333333,2015
35321,homemade hillbilly jam,0.0,0.0,0.0,2005
35322,pleasure factory,0.0,0.0,0.0,2007
35323,the christmas secret,0.0,0.0,0.0,2014
35324,just in time for christmas,0.0,0.0,0.0,2015
35325,a christmas detour,0.0,0.0,0.0,2015
35326,angel of christmas,0.0,0.0,0.0,2015
35327,once upon a holiday,0.0,0.0,0.0,2015
35328,"murder, she baked: a chocolate chip cookie mystery",0.0,0.0,0.0,2015
35329,night of the living deb,0.0,2000000.0,0.0,2015
35330,"murder, she baked: a plum pudding murder mystery",0.0,0.0,0.0,2015
35331,'tis the season for love,0.0,0.0,0.0,2015
35332,ice sculpture christmas,0.0,0.0,0.0,2015
35333,charming christmas,0.0,0.0,0.0,2015
35334,i'm not ready for christmas,0.0,0.0,0.0,2015
35335,merry matrimony,0.0,0.0,0.0,2015
35336,christmas incorporated,0.0,0.0,0.0,2015
35337,12 gifts of christmas,0.0,0.0,0.0,2015
35338,crown for christmas,0.0,0.0,0.0,2015
35339,the bridge,0.0,0.0,0.0,2015
35340,on the twelfth day of christmas,0.0,0.0,0.0,2015
35341,a christmas melody,0.0,0.0,0.0,2015
35342,santa and the ice cream bunny,0.0,0.0,0.0,1972
35343,amor impossã­vel,0.0,0.0,0.0,2015
35344,kung fu panda 3,521170825.0,145000000.0,3.594281551724138,2016
35345,mobile suit gundam f91,0.0,0.0,0.0,1991
35346,mobile suit gundam: char's counterattack,0.0,0.0,0.0,1988
35347,legend of the galactic heroes: my conquest is the sea of stars,0.0,0.0,0.0,1988
35348,naoko,0.0,0.0,0.0,2008
35349,everybody has secrets,0.0,0.0,0.0,2004
35350,the black panthers: vanguard of the revolution,0.0,0.0,0.0,2015
35351,midnight sun,0.0,0.0,0.0,2006
35352,sweet lies,0.0,0.0,0.0,2008
35353,the hooligan factory,0.0,1000000.0,0.0,2014
35354,"josee, the tiger and the fish",0.0,0.0,0.0,2003
35355,memoirs of a teenage amnesiac,0.0,0.0,0.0,2010
35356,about love,0.0,0.0,0.0,2005
35357,the slanted screen,0.0,0.0,0.0,2006
35358,tokyo girl,0.0,0.0,0.0,2008
35359,honey and clover,0.0,0.0,0.0,2006
35360,finding mr. destiny,0.0,0.0,0.0,2010
35361,villain,0.0,0.0,0.0,2010
35362,the harmonium in my memory,0.0,0.0,0.0,1999
35363,petty romance,0.0,0.0,0.0,2010
35364,young black jack,0.0,0.0,0.0,2011
35365,very young girls,0.0,0.0,0.0,2007
35366,way of blue sky,0.0,0.0,0.0,2005
35367,ghost,9833553.0,0.0,0.0,2010
35368,rainbow eyes,0.0,0.0,0.0,2007
35369,4th period mystery,0.0,0.0,0.0,2009
35370,tomorrow's joe,0.0,0.0,0.0,2011
35371,lovehotels,0.0,0.0,0.0,2006
35372,the seaside motel,0.0,0.0,0.0,2010
35373,yuriko's aroma,0.0,0.0,0.0,2010
35374,blowfish,0.0,0.0,0.0,2011
35375,"love, pain and vice versa",0.0,2556455.0,0.0,2008
35376,"turn left, turn right",0.0,0.0,0.0,2003
35377,he's mine not yours,0.0,0.0,0.0,2011
35378,rules of dating,0.0,0.0,0.0,2005
35379,walking vengeance,0.0,19000000.0,0.0,2008
35380,waiting for good news,0.0,0.0,0.0,2009
35381,diary of june,0.0,0.0,0.0,2005
35382,all about my wife,0.0,0.0,0.0,2012
35383,a perfect christmas list,0.0,0.0,0.0,2014
35384,christmas town,0.0,0.0,0.0,2008
35385,waiting in the dark,0.0,0.0,0.0,2006
35386,love in disguise,0.0,5532496.0,0.0,2010
35387,black kiss,0.0,0.0,0.0,2004
35388,code name: jackal,1261947.0,0.0,0.0,2012
35389,perfect number,0.0,0.0,0.0,2012
35390,whatcha wearin'?,0.0,0.0,0.0,2012
35391,akko's secret,0.0,0.0,0.0,2012
35392,dorfman,0.0,0.0,0.0,2011
35393,spellbound,0.0,0.0,0.0,2011
35394,twinkle,0.0,0.0,0.0,1992
35395,one night surprise,0.0,0.0,0.0,2013
35396,a christmas kiss ii,0.0,0.0,0.0,2014
35397,quatre ã©toiles,0.0,0.0,0.0,2005
35398,the substitute husband,0.0,0.0,0.0,1936
35399,the sweet escape,0.0,0.0,0.0,2015
35400,r.o.t.o.r.,0.0,0.0,0.0,1987
35401,alligator 2 - the mutation,0.0,0.0,0.0,1991
35402,flying,0.0,0.0,0.0,1986
35403,dick tracy meets gruesome,0.0,0.0,0.0,1947
35404,marco polo: one hundred eyes,0.0,0.0,0.0,2015
35405,a brave heart: the lizzie velasquez story,0.0,0.0,0.0,2015
35406,pizza,0.0,0.0,0.0,2005
35407,three bewildered people in the night,0.0,0.0,0.0,1987
35408,the doe boy,0.0,0.0,0.0,2001
35409,"nestor, the long-eared christmas donkey",0.0,0.0,0.0,1977
35410,act like you love me,0.0,0.0,0.0,2013
35411,gone fishing,0.0,0.0,0.0,2012
35412,krisha,140779.0,0.0,0.0,2016
35413,all my sons,0.0,0.0,0.0,1948
35414,ask a policeman,0.0,0.0,0.0,1939
35415,the bachelor father,0.0,0.0,0.0,1931
35416,the bohemian girl,0.0,0.0,0.0,1936
35417,pimpernel smith,0.0,0.0,0.0,1941
35418,tom brown's school days,0.0,0.0,0.0,1940
35419,unicorn city,0.0,0.0,0.0,2012
35420,the end of a great era,0.0,0.0,0.0,2015
35421,under the hawthorn tree,0.0,0.0,0.0,2010
35422,a.r.o.g.,0.0,0.0,0.0,2008
35423,rudolph and frosty's christmas in july,0.0,0.0,0.0,1979
35424,mistletoe over manhattan,0.0,0.0,0.0,2011
35425,a cookie cutter christmas,0.0,0.0,0.0,2014
35426,window wonderland,0.0,0.0,0.0,2013
35427,the unauthorized full house story,0.0,0.0,0.0,2015
35428,la novia,0.0,0.0,0.0,2015
35429,when santa fell to earth,0.0,0.0,0.0,2011
35430,the phd movie 2,0.0,0.0,0.0,2015
35431,standoff,0.0,8000000.0,0.0,2016
35432,my lucky star,0.0,0.0,0.0,2013
35433,a matter of faith,0.0,0.0,0.0,2014
35434,sorry i love you,0.0,0.0,0.0,2013
35435,video girl,0.0,5000000.0,0.0,2011
35436,love for sale,0.0,1000000.0,0.0,2008
35437,te presento a laura,0.0,0.0,0.0,2010
35438,the coalition,0.0,0.0,0.0,2013
35439,bajirao mastani,56000000.0,19500000.0,2.871794871794872,2015
35440,chrysalis,0.0,0.0,0.0,2014
35441,hot summer in barefoot county,0.0,0.0,0.0,1974
35442,swelter,0.0,8000000.0,0.0,2014
35443,worlds apart,0.0,0.0,0.0,2015
35444,manuscripts don't burn,0.0,0.0,0.0,2013
35445,the colossus of rhodes,0.0,0.0,0.0,1961
35446,feng shui,0.0,0.0,0.0,2004
35447,we accept miracles,0.0,0.0,0.0,2015
35448,soap opera,0.0,0.0,0.0,2014
35449,cold deck,0.0,0.0,0.0,2015
35450,maddalena... zero in condotta,0.0,0.0,0.0,1940
35451,teresa venerdã¬,0.0,0.0,0.0,1941
35452,a garibaldian in the convent,0.0,0.0,0.0,1942
35453,the gate of heaven,0.0,0.0,0.0,1945
35454,the roof,0.0,0.0,0.0,1956
35455,the condemned of altona,0.0,0.0,0.0,1962
35456,steve mcqueen: the man & le mans,0.0,0.0,0.0,2015
35457,beyond the blackboard,0.0,0.0,0.0,2011
35458,tired moonlight,0.0,0.0,0.0,2015
35459,magnificent doll,0.0,0.0,0.0,1946
35460,childhood's end,0.0,0.0,0.0,2015
35461,"arabian nights: volume 1, the restless one",0.0,0.0,0.0,2015
35462,the ditch,0.0,0.0,0.0,2010
35463,three sisters,0.0,0.0,0.0,2012
35464,boruto: naruto the movie,0.0,0.0,0.0,2015
35465,cold blood,0.0,0.0,0.0,1975
35466,the mend,0.0,0.0,0.0,2014
35467,headless,0.0,0.0,0.0,2015
35468,the beatniks,0.0,0.0,0.0,1960
35469,little lips,0.0,0.0,0.0,1978
35470,namastey london,0.0,0.0,0.0,2007
35471,conspiracy of silence,0.0,0.0,0.0,1991
35472,3-headed shark attack,0.0,0.0,0.0,2015
35473,jan dara,0.0,0.0,0.0,2001
35474,h3 - halloween horror hostel,0.0,0.0,0.0,2008
35475,mr. six,0.0,0.0,0.0,2015
35476,the stone tape,0.0,0.0,0.0,1972
35477,whistle and i'll come to you,0.0,0.0,0.0,1968
35478,jean charles,0.0,0.0,0.0,2009
35479,so hard to forget,0.0,0.0,0.0,2010
35480,oh my god!,0.0,0.0,0.0,2007
35481,estamos juntos,0.0,0.0,0.0,2011
35482,natimorto,0.0,0.0,0.0,2011
35483,the famous and the dead,0.0,0.0,0.0,2009
35484,manhunt,0.0,0.0,0.0,1976
35485,barking at the stars,0.0,0.0,0.0,1998
35486,it's now or never,0.0,0.0,0.0,2015
35487,comforting skin,0.0,0.0,0.0,2011
35488,s: the last policeman: recovery of our future,0.0,0.0,0.0,2015
35489,naughty or nice,0.0,0.0,0.0,2012
35490,a perfect ending,0.0,0.0,0.0,2012
35491,asian school girls,0.0,0.0,0.0,2014
35492,the last: naruto the movie,0.0,0.0,0.0,2014
35493,thou shalt laugh 3,0.0,0.0,0.0,2008
35494,thou shalt laugh,0.0,0.0,0.0,2006
35495,thou shalt laugh 2 - the deuce,0.0,0.0,0.0,2007
35496,senn,0.0,0.0,0.0,2013
35497,pink floyd: behind the wall,0.0,0.0,0.0,2005
35498,the daughter of dawn,0.0,0.0,0.0,1920
35499,nintendo quest,0.0,0.0,0.0,2015
35500,"rabin, the last day",0.0,4600000.0,0.0,2015
35501,le grand partage,0.0,0.0,0.0,2015
35502,the alchemist's letter,0.0,0.0,0.0,2015
35503,shadows on the wall,0.0,0.0,0.0,2014
35504,bethune: the making of a hero,0.0,0.0,0.0,1993
35505,saving mr. wu,0.0,0.0,0.0,2015
35506,100 days with mr. arrogant,0.0,3200000.0,0.0,2004
35507,the art of seduction,0.0,0.0,0.0,2005
35508,aurore,0.0,6000000.0,0.0,2005
35509,bakit hindi ka crush ng crush mo?,0.0,0.0,0.0,2013
35510,we were here: part 1,0.0,0.0,0.0,2012
35511,we were here: part 2,0.0,0.0,0.0,2012
35512,bride for rent,0.0,0.0,0.0,2014
35513,buddha mountain,0.0,0.0,0.0,2010
35514,cannonball wedlock,0.0,0.0,0.0,2011
35515,love now,0.0,0.0,0.0,2007
35516,altergeist,0.0,0.0,0.0,2014
35517,closed note,0.0,0.0,0.0,2007
35518,crazy,0.0,0.0,0.0,2000
35519,crazy waiting,0.0,0.0,0.0,2008
35520,cyrano agency,0.0,0.0,0.0,2010
35521,drop,0.0,0.0,0.0,2009
35522,i just wanna hug you,0.0,0.0,0.0,2014
35523,eungyo,0.0,0.0,0.0,2012
35524,five senses of eros,2484095.0,0.0,0.0,2009
35525,cheer cheer cheer!,0.0,0.0,0.0,2008
35526,girlfriend boyfriend,0.0,0.0,0.0,2012
35527,goth,0.0,0.0,0.0,2008
35528,gravity's clowns,0.0,0.0,0.0,2009
35529,hot young bloods,0.0,0.0,0.0,2014
35530,parade,0.0,0.0,0.0,2010
35531,f.c. de kampioenen: kampioen zijn blijft plezant,7471304.0,3849796.0,1.9407012735220253,2013
35532,max,0.0,0.0,0.0,1994
35533,seven songs from the tundra,0.0,0.0,0.0,2000
35534,the work of director spike jonze,0.0,0.0,0.0,2003
35535,amarillo by morning,0.0,0.0,0.0,1998
35536,secret society of souptown,0.0,1.0,0.0,2015
35537,the unseen,0.0,2000000.0,0.0,1980
35538,pride and prejudice and zombies,16374328.0,28000000.0,0.5847974285714286,2016
35539,twelve mile road,0.0,0.0,0.0,2003
35540,when harry tries to marry,38261.0,0.0,0.0,2011
35541,500 mph storm,0.0,3000000.0,0.0,2013
35542,angels' alley,0.0,0.0,0.0,1948
35543,avalanche sharks,0.0,0.0,0.0,2014
35544,blockade,0.0,0.0,0.0,1938
35545,blockade,0.0,0.0,0.0,2005
35546,blood and sand,0.0,0.0,0.0,1922
35547,central airport,0.0,0.0,0.0,1933
35548,chandu on the magic island,0.0,0.0,0.0,1935
35549,cinderella,0.0,0.0,0.0,1957
35550,aschenputtel,0.0,0.0,0.0,2010
35551,cinderella,0.0,0.0,0.0,2000
35552,cowboys vs. dinosaurs,0.0,0.0,0.0,2015
35553,don't bet on women,0.0,0.0,0.0,1931
35554,garm wars: the last druid,0.0,0.0,0.0,2014
35555,in old santa fe,0.0,0.0,0.0,1934
35556,johnny reno,0.0,0.0,0.0,1966
35557,never fear,0.0,0.0,0.0,1949
35558,forgotten,0.0,0.0,0.0,2014
35559,public enemies,0.0,0.0,0.0,2012
35560,public enemies,0.0,0.0,0.0,1996
35561,super shark,0.0,0.0,0.0,2011
35562,the club,0.0,0.0,0.0,1980
35563,the liquidator,0.0,0.0,0.0,1965
35564,the phantom fiend,0.0,0.0,0.0,1932
35565,s&m judge,0.0,0.0,0.0,2009
35566,girl,0.0,0.0,0.0,2002
35567,the invader,0.0,0.0,0.0,2011
35568,love belongs to everyone,0.0,0.0,0.0,2006
35569,mixed kebab,0.0,0.0,0.0,2012
35570,dossier k.,0.0,0.0,0.0,2009
35571,unspoken,0.0,0.0,0.0,2008
35572,blind,0.0,0.0,0.0,2007
35573,suspect,0.0,0.0,0.0,2005
35574,left bank,0.0,0.0,0.0,2008
35575,wait until spring bandini,0.0,0.0,0.0,1989
35576,crazy about ya,3082901.0,0.0,0.0,2010
35577,sister smile,0.0,0.0,0.0,2009
35578,smoorverliefd,0.0,0.0,0.0,2010
35579,"allez, eddy!",0.0,0.0,0.0,2012
35580,suite 16,0.0,0.0,0.0,1994
35581,bo,0.0,0.0,0.0,2010
35582,oxygen,0.0,0.0,0.0,2010
35583,de hel van tanger,0.0,0.0,0.0,2006
35584,brasserie romance,0.0,0.0,0.0,2012
35585,verlengd weekend,0.0,0.0,0.0,2005
35586,vrijdag,0.0,0.0,0.0,1981
35587,groenten uit balen,0.0,0.0,0.0,2011
35588,frits and freddy,0.0,0.0,0.0,2010
35589,the ball,0.0,0.0,0.0,1999
35590,de indringer,0.0,0.0,0.0,2005
35591,ad fundum,0.0,0.0,0.0,1993
35592,stormforce,0.0,0.0,0.0,2006
35593,my queen karo,0.0,0.0,0.0,2009
35594,code 37,0.0,0.0,0.0,2011
35595,science fiction,0.0,0.0,0.0,2002
35596,the kiss,0.0,0.0,0.0,2004
35597,little black spiders,0.0,0.0,0.0,2012
35598,buitenspel,0.0,0.0,0.0,2005
35599,a perfect match,0.0,0.0,0.0,2007
35600,dirty mind,0.0,0.0,0.0,2009
35601,kid,0.0,0.0,0.0,2013
35602,turquaze,0.0,0.0,0.0,2010
35603,the man who had his hair cut short,0.0,0.0,0.0,1966
35604,frits and franky,0.0,0.0,0.0,2013
35605,doctor vlimmen,0.0,0.0,0.0,1977
35606,eline vere,0.0,0.0,0.0,1991
35607,gaston's war,0.0,0.0,0.0,1997
35608,vallen,0.0,0.0,0.0,2001
35609,blinker,0.0,0.0,0.0,1999
35610,swooni,0.0,0.0,0.0,2011
35611,lost persons area,0.0,0.0,0.0,2009
35612,mariken,0.0,0.0,0.0,2000
35613,de leeuw van vlaanderen,0.0,0.0,0.0,1985
35614,cut loose,0.0,0.0,0.0,2008
35615,everything must go,0.0,0.0,0.0,1996
35616,bingo,0.0,0.0,0.0,2013
35617,k3 en het ijsprinsesje,0.0,0.0,0.0,2006
35618,de vlaschaard,0.0,900000.0,0.0,1983
35619,the world in his arms,0.0,0.0,0.0,1952
35620,see you in montevideo,0.0,5400000.0,0.0,2014
35621,monsieur taxi,0.0,0.0,0.0,1952
35622,oss 117: mission for a killer,0.0,0.0,0.0,1965
35623,"taxi, trailer and bullfight",0.0,0.0,0.0,1958
35624,noah,0.0,0.0,0.0,2013
35625,la rabbia di pasolini,0.0,0.0,0.0,2008
35626,12 dicembre,0.0,0.0,0.0,1972
35627,slime city,0.0,50000.0,0.0,1988
35628,the pig farm,0.0,1500000.0,0.0,2011
35629,proof of the devil,0.0,0.0,0.0,2015
35630,quo vado?,0.0,10000000.0,0.0,2016
35631,the october man,0.0,0.0,0.0,1947
35632,morning departure,0.0,0.0,0.0,1950
35633,night without sleep,0.0,0.0,0.0,1952
35634,tiger in the smoke,0.0,0.0,0.0,1956
35635,the fiction makers,0.0,0.0,0.0,1968
35636,windbag the sailor,0.0,0.0,0.0,1936
35637,"inner worlds, outer worlds",0.0,0.0,0.0,2012
35638,cool cat saves the kids,0.0,50000.0,0.0,2015
35639,bad hair day,0.0,0.0,0.0,2015
35640,frenemies,0.0,0.0,0.0,2012
35641,how to build a better boy,0.0,0.0,0.0,2014
35642,water and fire,0.0,0.0,0.0,2013
35643,baby and me,0.0,0.0,0.0,2008
35644,araf/somewhere in between,0.0,0.0,0.0,2012
35645,kept woman,0.0,0.0,0.0,2015
35646,halam geldi,0.0,0.0,0.0,2014
35647,the oregonian,0.0,0.0,0.0,2011
35648,cute and dangerous,0.0,0.0,0.0,2015
