,title,production_companies,revenue
37677,Shock 'Em Dead,['noma productions'],0.0
37678,Keanu,['new line cinema'],20566327.0
37679,The Taiwan Oyster,,0.0
37680,Honey Night,"['i/o post', 'kaval film', 'a atalanta']",0.0
37681,Sparrows,"['nimbus film productions', 'pegasus pictures', 'mpm film', 'nimbus iceland', 'pegasus']",0.0
37682,The Lure,"['wytwã³rnia filmã³w dokumentalnych i fabularnych (wfdif)', 'telewizja polska\t(koprodukcja)', 'polski instytut sztuki filmowej (wspã³å‚finansowanie)', 'platige image (koprodukcja)', 'hbo polska (koprodukcja)']",101657.0
37683,White Girl,"['killer films', 'greencard pictures', 'bank street films', 'supermarchã©']",200242.0
37684,Yoga Hosers,"['invincible pictures corp.', 'abbolita productions', 'destro films']",0.0
37685,Run Boy Run,,0.0
37686,Google and the World Brain,,0.0
37687,Brasilintime: Batucada com Discos,,0.0
37688,The Devil's Veil,"['beta film', 'reteitalia', 'televisiã³n espaã±ola (tve)', 'sociã©tã© franã§aise de production (sfp)', 'radiotelevisã£o portuguesa (rtp)', 'silvio berlusconi communications', 'anfri s.r.l.']",0.0
37689,War on Everyone,"['head gear films', 'reprisal films', 'metrol technology', 'kreo films fz', 'reel chefs catering']",0.0
37690,The Notorious Mr. Bout,,0.0
37691,Elektro Moskva,,0.0
37692,Wavemakers,,0.0
37693,Haack ...The King of Techno,,0.0
37694,Tony Benn: Will and Testament,,0.0
37695,Brian Eno: Another Green World,,0.0
37696,This Is The Life,,0.0
37697,What Darwin Didn't Know,['british broadcasting corporation (bbc)'],0.0
37698,The People Speak,,0.0
37699,When Bjork Met Attenborough,['pulse films'],0.0
37700,Aus Liebe zu Dir,"['phoenix film', 'ard degeto film']",0.0
37701,What Is Left,,0.0
37702,The Perfect House,"['bagboy productions', 'gratwick films', 'prime films']",0.0
37703,Love & Friendship,"['blinder films', 'chic films', 'amazon studios', 'westerly films', 'revolver amsterdam']",14016568.0
37704,Game For Vultures,,0.0
37705,The Sentimental Engine Slayer,,0.0
37706,Razzia,"['jad films', 'sociã©tã© nouvelle des ã‰tablissements gaumont (sneg)', 'wager-film']",0.0
37707,Grand Central,['les films velvet'],0.0
37708,Me Him Her,['big beach films'],0.0
37709,A Bit of Bad Luck,,0.0
37710,Last Girl Standing,['blue goggles films'],0.0
37711,Giovanni's Island,"['warner bro. japan', 'production i.g.', 'japan association of music enterprises (jame)']",0.0
37712,Remote Control,['vista organization'],0.0
37713,The House of Fear,['universal pictures'],0.0
37714,Vdrebezgi,['paradis films'],0.0
37715,Smorgasbord,['warner bros.'],0.0
37716,So This Is Love,['warner bros.'],0.0
37717,Song of the Saddle,['warner bros.'],0.0
37718,The Lion and the Horse,['warner bros.'],0.0
37719,The Lone Wolf Meets a Lady,['columbia pictures corporation'],0.0
37720,The Purchase Price,"['warner bros.', 'the vitaphone corporation']",0.0
37721,The Rich Are Always with Us,"['first national pictures', 'warner bros.', 'the vitaphone corporation']",0.0
37722,Three Cheers for the Irish,['warner bros.'],0.0
37723,Vacation,,0.0
37724,White Bondage,['warner bros.'],0.0
37725,Wide Open,['warner bros.'],0.0
37726,Wide Open,['film concorde'],0.0
37727,Elections Day 2,['strela'],4314688.0
37728,They're Watching,"['buffalo 8 productions', 'best served cold productions']",0.0
37729,Down and Dirty Duck,['murakami-wolf productions'],0.0
37730,Barolo Boys,,0.0
37731,Kryptonita,['crudofilms'],0.0
37732,FLicKeR,,0.0
37733,Prospect,,0.0
37734,Cairn,['original film'],0.0
37735,Prague,['nimbus film productions'],0.0
37736,Mad Ship,,0.0
37737,Spawn: The Recall,,0.0
37738,The Fire Next Time,['rhi entertainment'],0.0
37739,Creature,"['mgm television', 'trilogy entertainment group', 'hallmark entertainment']",0.0
37740,Alex: The Life of a Child,,0.0
37741,Checkpoint,,0.0
37742,Justice League vs. Teen Titans,"['dc comics', 'warner bros. animation', 'dc entertainment']",0.0
37743,Bill,"['cowboy films', 'bbc films', 'punk cinema']",0.0
37744,Emergency Exit,,0.0
37745,Who Took Johnny,,0.0
37746,No MÃ¡s,,0.0
37747,Tre tocchi,,0.0
37748,Tea Time,,0.0
37749,Ice Age: The Great Egg-Scapade,"['blue sky studios', 'twentieth century fox animation', 'house of cool studios']",0.0
37750,On Air,['estrella productions'],0.0
37751,Edgar G. Ulmer: The Man Off-screen,,0.0
37752,Richard Pryor: Live and Smokin',,0.0
37753,Hopelessly Lost,['mosfilm'],0.0
37754,The Adventures of Tom Sawyer and Huckleberry Finn,,0.0
37755,The Wonderful Wizard of Oz: 50 Years of Magic,"['turner entertainment', 'jack haley jr. productions']",0.0
37756,Redland,['zyzak film company'],0.0
37757,The Soul of the Bone,,0.0
37758,Pripyat,"['nikolaus geyrhalter filmproduktion', 'firstchoicefilms']",0.0
37759,Orange Love,,0.0
37760,MÃ¡gica Aventura,['estudios cruz delgado'],0.0
37761,Csontvary,"['hunnia filmstãºdiã³', 'mafilm']",0.0
37762,April,['qartuli pilmi'],0.0
37763,My Worst Nightmare,"['m6 films', 'cinã©@', 'entre chien et loup', 'canal+', 'cinã©cinã©ma', 'radio tã©lã©vision belge francophone (rtbf)', 'pathã©', 'belgacom', 'maison de cinema', 'f.b. productions', 'cinã©+', 'm6', 'artã©mis productions', 'casa kafka pictures movie tax shelter empowered by dexia', 'casa kafka pictures', 'tax shelter film funding']",0.0
37764,Path of Destruction,"['sci fi pictures', 'united filmmakers organisation (ufo)', 'armored productions']",0.0
37765,Sunshine Superman,,88097.0
37766,The Ardor,"['canana films', 'bananeira filmes', 'participant media', 'imval producciones', 'televisiã³n federal (telefe)', 'magma cine', 'manny films', 'participant panamerica']",0.0
37767,Ardor,['cj entertainment'],0.0
37768,Beat,,0.0
37769,Blonde Dynamite,['monogram pictures'],0.0
37770,Everything Is Copy,['hbo documentary films'],0.0
37771,Faust,,0.0
37772,From Caligari to Hitler: German Cinema in the Age of the Masses,"['arte', 'zweites deutsches fernsehen (zdf)', 'friedrich-wilhelm-murnau-stiftung', 'praesens-film', 'looks filmproduktionen gmbh', 'deutsche kinemathek fã¼r film und fernsehen', 'deutsches filminstitut', 'filmmuseum mã¼nchen', 'wide house']",0.0
37773,Hunger,,0.0
37774,I Spit on Your Grave III: Vengeance is Mine,['cinetel films'],0.0
37775,Incendiary Blonde,['paramount pictures'],0.0
37776,Blind Spot,,0.0
37777,Isle of Fury,['warner bros.'],0.0
37778,Jock of the Bushveld,,0.0
37779,Kamikaze,,0.0
37780,Kamikaze 1989,,0.0
37781,Call to Arms,['shaw brothers'],0.0
37782,Heroes of Sung,['shaw brothers'],0.0
37783,The Rescue,['shaw brothers'],0.0
37784,Lucky Losers,['monogram pictures'],0.0
37785,Mapplethorpe: Look at the Pictures,"['world of wonder productions', 'film manufacturers']",0.0
37786,Only the Dead See The End of War,"['screen australia', 'screen queensland', 'wolfhound pictures', 'foxtel', 'penance films']",0.0
37787,Angel Baby,['madera productions'],0.0
37788,Sudden Danger,['allied artists pictures'],0.0
37789,Sugar,['tla releasing'],0.0
37790,The Symbol of the Unconquered,['micheaux film'],0.0
37791,Tarnished Angel,['rko radio pictures'],0.0
37792,The Extra Girl,['mack sennett comedies'],0.0
37793,The Lone Wolf Strikes,['columbia pictures corporation'],0.0
37794,Time Out for Rhythm,['columbia pictures corporation'],0.0
37795,Valley of the Kings,['metro-goldwyn-mayer (mgm)'],0.0
37796,Keep 'Em Flying,['universal pictures'],0.0
37797,Hit the Ice,['universal pictures'],0.0
37798,In Society,['universal pictures'],0.0
37799,Here Come the Co-eds,['universal pictures'],0.0
37800,Little Giant,['universal pictures'],0.0
37801,On Dress Parade,['warner bros.'],0.0
37802,Princess Jellyfish,['kodansha'],0.0
37803,Zero Days,"['jigsaw productions', 'participant media']",0.0
37804,Everybody Wants Some!!,['annapurna pictures'],3400278.0
37805,Mithya,['planman motion pictures'],0.0
37806,Raghu Romeo,,0.0
37807,Strays,['one race productions'],0.0
37808,Carjacked,['hollywood media bridge'],0.0
37809,Sign Painters,,0.0
37810,Sing Street,"['cosmo-films', 'likely story', 'filmnation entertainment', 'filmwave pictures', 'palmstar media', 'distressed films']",13624522.0
37811,All-Stars,['13 all stars llc'],0.0
37812,Ayanda,,0.0
37813,Perceval,"['gaumont', 'les films du losange', 'france 3 (fr 3)', 'rai radiotelevisione italiana', 'sociã©tã© suisse de radiodiffusion et tã©lã©vision (ssr)', 'arbeitsgemeinschaft der ã¶ffentlich-rechtlichen rundfunkanstalten der bundesrepublik deutschland (ard)']",0.0
37814,Flower Girl,,0.0
37815,A Millionaire's First Love,,0.0
37816,Jump!,['trigger street productions'],0.0
37817,Sight,,0.0
37818,The Love-stricken,,0.0
37819,Life Even Looks Like a Party,,0.0
37820,Bag Man,,0.0
37821,Taking Chances,"['penn station entertainment', 'periscope entertainment']",0.0
37822,Blues Busters,,0.0
37823,Triple Trouble,['monogram pictures'],0.0
37824,Bowery Battalion,['monogram pictures'],0.0
37825,Crazy Over Horses,['monogram pictures'],0.0
37826,Let's Go Navy!,['monogram pictures'],0.0
37827,Feudin' Fools,['monogram pictures'],0.0
37828,Here Come the Marines,['monogram pictures'],0.0
37829,Hold That Line,['monogram pictures'],0.0
37830,Clipped Wings,,0.0
37831,Jalopy,,0.0
37832,Loose in London,['monogram pictures'],0.0
37833,Private Eyes,['monogram pictures'],0.0
37834,Paris Playboys,['allied artists pictures'],0.0
37835,Bowery to Bagdad,['allied artists pictures'],0.0
37836,Dig That Uranium,['allied artists pictures'],0.0
37837,High Society,['allied artists pictures'],0.0
37838,Jail Busters,['allied artists pictures'],0.0
37839,Spy Chasers,['allied artists pictures'],0.0
37840,Crashing Las Vegas,['allied artists pictures'],0.0
37841,Second Fiddle to a Steel Guitar,,0.0
37842,Angry Indian Goddesses,"['one two films', 'jungle book entertainment', 'protein entertainment']",0.0
37843,The Girl in the Photographs,,0.0
37844,The Unfolding,['robin films'],0.0
37845,Lovers of the CafÃ© Flore,,0.0
37846,Zoom,"['rhombus media', 'o2 filmes']",0.0
37847,Sundays,['postpanic'],0.0
37848,This Is Normal,,0.0
37849,He Took His Skin Off for Me,,0.0
37850,Highway to Hellas,['pantaleon entertainment gmbh'],0.0
37851,2 Hours,,0.0
37852,Amal,,0.0
37853,Wind,,0.0
37854,Rhinoceros,['film boris von borrisholm'],0.0
37855,The Twin Girls of Sunset Street,,0.0
37856,Palmipedarium,,0.0
37857,Ave Maria,,0.0
37858,Day One,,0.0
37859,Everything Will Be Okay,,0.0
37860,Stutterer,,0.0
37861,Eager,,0.0
37862,Vaesen,,0.0
37863,Hate Story,,0.0
37864,Hate Story 2,,0.0
37865,Absent Minded,,0.0
37866,Small People with Hats,['royal college of art'],0.0
37867,The National Shotgun,"['impala', 'in-cine compania industrial cinematografica']",1622164.0
37868,Catastasis,['sonset friday entertainment'],0.0
37869,The Lift,"['university of southern california, school of cinematic arts']",0.0
37870,The T.A.M.I. Show,"['screen entertainment co.', 'screencraft international', 'theatrofilm']",0.0
37871,In Search of Blind Joe Death: The Saga of John Fahey,,0.0
37872,Paterson,"['amazon studios', 'k5 film', 'animal kingdom', 'inkjet productions']",2152738.0
37873,The Huntsman: Winter's War,"['universal pictures', 'perfect world pictures', 'roth films']",164602163.0
37874,Neighbors 2: Sorority Rising,"['universal pictures', 'perfect world pictures', 'point grey pictures', 'good universe']",108758521.0
37875,Snow Shark: Ancient Snow Beast,,0.0
37876,Rumble,,0.0
37877,Silent Retreat,['a film monkey production'],0.0
37878,The Roman Spring of Mrs. Stone,['showtime networks'],0.0
37879,The Pack,['warner bros.'],0.0
37880,The Houston Story,['clover productions'],0.0
37881,Johnny Stool Pigeon,,0.0
37882,Klondike Kate,['columbia pictures corporation'],0.0
37883,The Mark of the Whistler,['larry darmour productions'],0.0
37884,Voice of the Whistler,['larry darmour productions'],0.0
37885,Mysterious Intruder,['larry darmour productions'],0.0
37886,Hollywood Story,['universal international pictures (ui)'],0.0
37887,The Iron Glove,,0.0
37888,"Let's Kill Uncle, Before Uncle Kills Us",['william castle productions'],0.0
37889,Project X,"['paramount pictures', 'william castle productions']",0.0
37890,Enchantment,['cosmopolitan productions'],0.0
37891,Killing Them Safely,,0.0
37892,A Scandal in Paris,['arnold pressburger films'],0.0
37893,A Good American,"['blue + green communication', 'slingshot films']",0.0
37894,Another World,"['diamond docs', 'insurgent media', 'article 19 films']",0.0
37895,A Second Chance,,0.0
37896,The Invited,['dark portal llc'],0.0
37897,How to Plan an Orgy in a Small Town,['neophyte productions'],0.0
37898,Zombie Ass: Toilet of the Dead,['nikkatsu'],0.0
37899,Island of Death,['omega pictures'],0.0
37900,Baishe Srabon,['shree venkatesh films'],0.0
37901,Monsterwolf,['bullet films'],0.0
37902,Joey,"['village roadshow pictures', 'pacific film and television commission', 'pratt films']",0.0
37903,Very Semi-Serious,['american ninth art studios'],0.0
37904,The Trust,"['ingenious media', 'prettybird', 'saeculum productions', 'hassell free production', 'the electric shadow company', 'highland film group (hfg)', 'saban films']",0.0
37905,The Mask,,0.0
37906,From Bedrooms to Billions,,0.0
37907,Aadukalam,['sun pictures'],6000000.0
37908,Summer Storm,['angelus productions'],0.0
37909,Visaranai,"['wunderbar films', 'grass root film company', 'lyca productions']",1600000.0
37910,Burning an Illusion,,0.0
37911,Dark Horse,"['channel four films', 'film 4', 'picturehouse entertainment']",0.0
37912,7.2,,0.0
37913,Hush,"['intrepid pictures', 'blumhouse productions']",0.0
37914,Free Angela and All Political Prisoners,['overbrook entertainment'],0.0
37915,Wet Bum,"['devonshire productions', 'buck productions', 'clique pictures']",0.0
37916,Hey Good Lookin',['bakshi productions'],0.0
37917,The Visit: An Alien Encounter,,0.0
37918,Yasmine,['origin films'],0.0
37919,Canon City,['bryan foy productions'],0.0
37920,From Hand to Mouth,['rolin films'],0.0
37921,Man Vs.,['darius films'],0.0
37922,Things to Come,"['arte france cinã©ma', 'procirep', 'rhã´ne-alpes cinã©ma', 'filmfã¶rderungsanstalt (ffa)', 'canal+', 'centre national de la cinã©matographie (cnc)', 'detailfilm', 'cg cinã©ma', 'cofinova 12', 'cinã©mage 10', 'soficinã©ma 11 dã©veloppement']",282382.0
37923,Sugar Daddies,"['johnson production group', 'shadowland']",0.0
37924,Blue Sky Bones,,0.0
37925,Multi-Facial,['one race productions'],0.0
37926,Cien niÃ±os esperando un tren,,0.0
37927,Ghosts Before Breakfast,,0.0
37928,Out of Sync,"['hearst entertainment productions', 'tva international', 'vh1 original movies']",0.0
37929,Dangerous Days: Making Blade Runner,"['warner home video', 'blade runner partnership', 'lauzirika motion picture company']",0.0
37930,Jimmy Carr: Live,,0.0
37931,Jimmy Carr: Stand Up,['bwark productions'],0.0
37932,Jimmy Carr: Comedian,,0.0
37933,Jimmy Carr: In Concert,,0.0
37934,Jimmy Carr: Telling Jokes,,0.0
37935,Jimmy Carr: Making People Laugh,,0.0
37936,Jimmy Carr: Being Funny,,0.0
37937,Jimmy Carr: Laughing and Joking,,0.0
37938,Internet Story,,0.0
37939,Kara,,0.0
37940,Baby Love,['avton films'],0.0
37941,The Dead Room,['centron pictures'],0.0
37942,O Candidato Honesto,,0.0
37943,The Magician,['star-film'],0.0
37944,Black Magic,['shaw brothers'],0.0
37945,The Undesirable,['proja filmgyã¡r'],0.0
37946,Confirmation,,0.0
37947,Darkroom,,0.0
37948,Enchanted Kingdom,"['bbc worldwide', 'reliance big entertainment', 'bbc earth', 'evergreen films', 'legend3d']",0.0
37949,Exodus: Tales from the Enchanted Kingdom,"['imus productions', 'ignite media']",0.0
37950,Honeymoon Hotel,['metro-goldwyn-mayer (mgm)'],0.0
37951,Jurassic Attack,,0.0
37952,Man Alive,['rko radio pictures'],0.0
37953,Vabank II,,0.0
37954,The Christmas Hope,,0.0
37955,Poseidon Rex,,0.0
37956,Refugiado,,0.0
37957,Sharkman,,0.0
37958,Sweet Micky for President,,0.0
37959,The Spiral Staircase,,0.0
37960,The Young Vagabond,['shaw brothers'],0.0
37961,Trail Guide,['rko radio pictures'],0.0
37962,Trailin' West,['warner bros.'],0.0
37963,Treachery Rides the Range,['warner bros.'],0.0
37964,Triple Trouble,,0.0
37965,Triple Troubles,,0.0
37966,Kentucky Kernels,['rko radio pictures'],0.0
37967,A Way of Life,,0.0
37968,Sherpa,['felix media'],0.0
37969,Darling,"['glass eye pix', 'alexander groupe']",0.0
37970,The Untold Story,['cinema city film productions'],0.0
37971,The Good Neighbor,"['anonymous content', 'star thrower entertainment', 'ball & chain productions']",0.0
37972,The Guns,"['copacabana filmes', 'inbracine filmes', 'daga filmes']",0.0
37973,"LÃºcio FlÃ¡vio, o Passageiro da Agonia",,0.0
37974,"Rio, Zona Norte",,0.0
37975,Rio 100 Degrees F.,['equipe moacyr fenelon'],0.0
37976,The Amulet of Ogum,"['embrafilme', 'regina filmes']",0.0
37977,A Mother Should Be Loved,,0.0
37978,All The Days Before Tomorrow,['kangoo films'],0.0
37979,Of Men and War,,0.0
37980,Riddle,['daronimax media'],0.0
37981,Young Dr. Kildare,['metro-goldwyn-mayer (mgm)'],0.0
37982,Dr. Kildare's Strange Case,['metro-goldwyn-mayer (mgm)'],0.0
37983,Dr. Kildare Goes Home,['metro-goldwyn-mayer (mgm)'],0.0
37984,Dr. Kildare's Victory,['metro-goldwyn-mayer (mgm)'],0.0
37985,Girl on the Edge,['jay silverman productions'],0.0
37986,The Apple Game,"['filmovã© studio barrandov', 'krã¡tkã½ film praha', 'argentarts']",0.0
37987,Land of Mine,['nordisk film'],0.0
37988,Too Late,['foe killer films'],7000.0
37989,Young Girls of Wilko,,0.0
37990,The Cheerleader Murders,['marvista entertainment'],0.0
37991,Rio das Mortes,"['antiteater-x-film', 'janus film und fernsehen']",0.0
37992,In Jackson Heights,,0.0
37993,In Transit,,0.0
37994,City of Gold,,0.0
37995,Onimasa: A Japanese Godfather,['toei company'],0.0
37996,The Niklashausen Journey,"['janus film und fernsehen', 'westdeutscher rundfunk (wdr)']",0.0
37997,My Step Brother Frankenstein,,0.0
37998,His Wife's Diary,,0.0
37999,The Burglarâ€™s Dilemma,,0.0
38000,The New York Hat,,0.0
38001,The Painted Lady,['biograph company'],0.0
38002,The Miser's Heart,,0.0
38003,The House of Darkness,,0.0
38004,Death's Marathon,,0.0
38005,The Battle at Elderbush Gulch,['biograph company'],0.0
38006,This Side of Heaven,['metro-goldwyn-mayer (mgm)'],0.0
38007,Should Ladies Behave,['metro-goldwyn-mayer (mgm)'],0.0
38008,One Man's Journey,['rko radio pictures'],0.0
38009,Sweepings,['rko radio pictures'],0.0
38010,The Voice of Bugle Ann,['metro-goldwyn-mayer (mgm)'],0.0
38011,The Bad Man,['metro-goldwyn-mayer (mgm)'],0.0
38012,The Penalty,['warner bros.'],0.0
38013,Our Mr. Sun,['frank capra productions'],0.0
38014,Unguarded,,0.0
38015,The Young Stranger,['stuart miller productions'],0.0
38016,2 Nights Till Morning,,0.0
38017,The Brittany Murphy Story,"['marvista entertainment', 'legrand productions']",0.0
38018,Where Once We Walked,['helsinki filmi oy'],0.0
38019,The Education of Sonny Carson,['paramount pictures'],0.0
38020,Uncaged,"['boulderlight pictures', 'stag pictures']",0.0
38021,The Birth of SakÃ©,,0.0
38022,VANish,['grizly films'],0.0
38023,Mrs. 'Arris Goes to Paris,"['bonneville producers group', 'accent productions']",0.0
38024,Kitchen,,0.0
38025,Observance,['sterling cinema'],0.0
38026,Five Evenings,"['mosfilm', 'satra', 'sovexportfilm']",0.0
38027,What Our Fathers Did: A Nazi Legacy,,0.0
38028,Theory of Obscurity: A Film About the Residents,,0.0
38029,The Commissar,"['mosfilm', 'kinostudiya imeni m. gorkogo']",0.0
38030,The Garden of Sinners - Chapter 4: The Hollow Shrine,"['ufotable', 'type-moon']",0.0
38031,The Garden of Sinners: Future Gospel,"['ufotable', 'type-moon']",0.0
38032,Black Sun,,0.0
38033,The Silent Touch,,0.0
38034,O Coronel e o Lobisomem,['fox filmes do brasil'],0.0
38035,The Assailant,"['teleimage', 'globo filmes', 'mixer']",0.0
38036,Blood Diner,"['vestron pictures', 'pms filmworks']",0.0
38037,Son of Sam,,0.0
38038,Jackrabbit,,0.0
38039,Turkey Shoot,"['hemdale film', 'fgh', 'filmco limited']",0.0
38040,Blondie Goes Latin,['columbia pictures corporation'],0.0
38041,Sven's Secret,,0.0
38042,Fan,['red chillies entertainment'],29251596.0
38043,Texas - Doc Snyder hÃ¤lt die Welt in Atem,,0.0
38044,00 Schneider - Jagd auf Nihil Baxter,['senator film produktion'],0.0
38045,Praxis Dr. Hasenbein,,0.0
38046,Fatty Finn,,0.0
38047,"Ich Chef, Du Turnschuh",,0.0
38048,Families,"['arp sã©lection', 'poisson rouge pictures']",0.0
38049,MÃ¡ncora,,0.0
38050,The Man Who Knew Infinity,"['animus films', 'edward r. pressman film', 'kreo films fz', 'xeitgeist entertainment group', 'american entertainment investors']",11472454.0
38051,Drifters,['b-reel feature films'],0.0
38052,Pretty Ugly People,,0.0
38053,No Men Beyond This Point,,0.0
38054,Despite the Falling Snow,"['enlightenment productions', 'falling snow', 'sk enlightenment']",0.0
38055,Madly Madagascar,['dreamworks animation'],0.0
38056,Hammy's Boomerang Adventure,['dreamworks animation'],0.0
38057,First Flight,['dreamworks animation'],0.0
38058,Folk Hero & Funny Guy,"['chhibber mann productions', 'foley walkers studio', 'spitfire studios']",0.0
38059,Dreamland,,0.0
38060,Dean,"['honora productions', 'spring pictures']",0.0
38061,Come Down Molly,,0.0
38062,Dial H-I-S-T-O-R-Y,,0.0
38063,The Net,"['arte', 'sã¼dwestrundfunk (swr)', 'lutz dammbeck filmproduktion']",0.0
38064,Mock Up on Mu,,0.0
38065,Tribulation 99: Alien Anomalies Under America,['other cinema'],0.0
38066,Otto - The Movie,"['zweites deutsches fernsehen (zdf)', 'rialto film', 'rã¼ssel video & audio']",0.0
38067,Otto - The New Movie,"['zweites deutsches fernsehen (zdf)', 'rialto film', 'rã¼ssel video & audio']",0.0
38068,Otto - The Alien from East Frisia,"['rialto film', 'rã¼ssel video & audio']",0.0
38069,Nordsee ist Mordsee,,0.0
38070,Stealing Cars,"['rainmaker films', 'leverage management']",0.0
38071,The Priest's Children,"['zillion films', 'interfilm']",0.0
38072,Up from the Depths,['new world pictures'],0.0
38073,Forbidden Island,,0.0
38074,Eat My Dust,['new world pictures'],0.0
38075,Wizards of the Lost Kingdom II,['new classics'],0.0
38076,Smokey Bites the Dust,['new world pictures'],0.0
38077,Mary Shelley,"['parallel films', 'bord scannan na heireann / irish film board', 'gidden media', 'juliette films']",0.0
38078,Ardh Satya,,0.0
38079,BreadCrumbs,,0.0
38080,Italian Race,"['fandango', 'rai cinema']",0.0
38081,White Night,['cinema service'],0.0
38082,Welcome to Blood City,,0.0
38083,The Lonely Lady,,1.0
38084,Tumult,,0.0
38085,Mobile Suit Gundam 00: A Wakening of the Trailblazer,['sunrise'],0.0
38086,Macross Frontier: The Wings of Goodbye,"['gonzo', 'big west', 'satelight', '8bit']",0.0
38087,Money Monster,"['tristar pictures', 'sony pictures releasing', 'smokehouse pictures', 'lstar capital', 'allegiance theater']",93282604.0
38088,Natural Enemies,['utopia'],0.0
38089,The Garden of Sinners: Epilogue,"['ufotable', 'type-moon']",0.0
38090,Library Wars: The Last Mission,['tokyo broadcasting system (tbs)'],0.0
38091,The Kiyosu Conference,"['toho company', 'fuji television network', 'cine bazar']",0.0
38092,Penance,"['django film', 'wowow']",0.0
38093,Slugs,['dister group'],0.0
38094,Imagining Argentina,,0.0
38095,Swiss Miss,['hal roach studios'],0.0
38096,A Boyfriend for My Wife,['patagonik film group'],0.0
38097,Nine Lives,"['europacorp', 'fundamental films']",57814445.0
38098,Playback,['bennett-robbins productions'],0.0
38099,The game of truth,"['morena films', 'de palacio films']",0.0
38100,Disney's Very Merry Christmas Sing Along Songs,['walt disney studios home entertainment'],0.0
38101,"It's Not You, It's Me",,0.0
38102,CafÃ© solo o con ellas,,0.0
38103,Embassy,,0.0
38104,"Scream, Pretty Peggy",['universal tv'],0.0
38105,A Cry in the Wilderness,['universal television'],0.0
38106,KISS Meets the Phantom of the Park,"['hanna-barbera productions', 'kiss productions']",0.0
38107,Crayon Shin-chan: Pursuit of the Balls of Darkness,,0.0
38108,Atlantic Records: The House That Ahmet Built,,0.0
38109,KolpaÃ§ino,,0.0
38110,Don't Think Twice,"['cold iron pictures', 'the film arcade']",4417667.0
38111,Barbershop: The Next Cut,"['new line cinema', 'cube vision', 'mgm']",55030051.0
38112,The Preppie Connection,['coalitions films'],0.0
38113,The Choice,"['lionsgate', 'nicholas sparks productions']",18730891.0
38114,Our Kind of Traitor,"['studiocanal', 'film4', 'anton capital entertainment (ace)', 'the ink factory', 'potboiler productions', 'amazon prime instant video']",9930095.0
38115,The Sixties,,0.0
38116,The Evil,['rangoon productions'],0.0
38117,Moonshine County Express,"['new world pictures', 'universal majestic inc.']",0.0
38118,Five the Hard Way,"['lovina productions', 'triforum']",0.0
38119,The Swinging Barmaids,['carlin company productions'],0.0
38120,Suntan,"['nova', 'oxymoron films', 'graal', 'faliro house productions', 'marni films']",0.0
38121,My Dog Killer,['cineart production'],0.0
38122,Hannibal Buress: Hannibal Takes Edinburgh,,0.0
38123,Finding Dory,"['walt disney pictures', 'pixar animation studios', 'hurwitz creative']",1028570889.0
38124,My Super Psycho Sweet 16,,0.0
38125,My Super Psycho Sweet 16: Part 2,,0.0
38126,My Super Psycho Sweet 16: Part 3,,0.0
38127,All About E,,0.0
38128,Queenie in Love,,0.0
38129,"Houston, We Have a Problem!","['nukleus film', 'sutor kolonko', 'studio virc']",0.0
38130,A Drummer's Dream,,0.0
38131,The Boss,['universal pictures'],78636257.0
38132,Stateless Things,,0.0
38133,Perfect Strangers,['lotus production'],0.0
38134,The Cockroach That Ate Cincinnati,,0.0
38135,The Sixth,['gorky film studios'],0.0
38136,Bastille Day,"['studiocanal', 'tf1 films production', 'canal+', 'vendome pictures', 'anonymous content', 'anton capital entertainment (ace)', 'amazon prime instant video']",14397593.0
38137,Kadhalum Kadanthu Pogum,['thirukumaran entertainment'],0.0
38138,Black & White: The Dawn of Assault,,0.0
38139,Ghayal Once Again,"['vijayta films pvt. ltd.', 'sunny super sound']",0.0
38140,Goodbye Mr. Loser,['beijing mahua funage company'],0.0
38141,Smothered,"[""john schneider's fairlight films""]",0.0
38142,Free State of Jones,"['larger than life productions', 'vendian entertainment', 'route one films']",25035950.0
38143,The Angry Birds Movie,"['columbia pictures', 'rovio entertainment', 'sony pictures imageworks (spi)', 'rovio mobile', 'rovio animation']",349779543.0
38144,Embers,"['bunker features', 'chaotic good', 'papaya films']",0.0
38145,Fatal Frame,['kadokawa'],0.0
38146,Cherry Tree,"['bord scannan na heireann / irish film board', 'fantastic films', 'house of netherhorror']",0.0
38147,"My Love, Don't Cross That River",['argus film'],0.0
38148,Above and Below,,0.0
38149,The Cutting Edge 3: Chasing the Dream,['metro-goldwyn-mayer (mgm)'],0.0
38150,Frank and the Wondercat,,0.0
38151,Lamerica,,0.0
38152,Reverb,,0.0
38153,Tickled,"['horseshoe films', 'a ticklish tale', 'fumes production']",0.0
38154,Aladdin and His Magic Lamp,['gorky film studio'],0.0
38155,Old Man Khottabych,['lenfilm'],0.0
38156,N Is a Number: A Portrait of Paul ErdÃ¶s,,0.0
38157,Bakuman,['toho'],0.0
38158,Decay,"['ghost orchid films', 'wrecking ball pictures']",0.0
38159,It's Such a Beautiful Day,['bitter films'],0.0
38160,The Cutting Edge: Fire & Ice,['mgm television'],0.0
38161,Bong of the Dead,['mind in motion productions'],0.0
38162,Witchery,['filmirage'],0.0
38163,Sick Boy,"[""goat man's hill""]",0.0
38164,Ordinary World,['process media'],0.0
38165,Paradox,,0.0
38166,Hierankl,,0.0
38167,"New York, New York",,0.0
